slate_date,run_tag,run_timestamp_utc,run_timestamp_pt,normal_wrapper_execution_time,decision_ready_output_status,official_games_represented,provider_events,betonline_tb15_sides,two_sided_tb15_markets,same_run_roster_artifact,same_run_roster_rows,exact_game_identity_availability,exact_player_identity_availability,market_source_payload_path,roster_source_payload_path,source_timestamps,original_manifest_hash_availability,current_market_sha256,current_odds_sha256,current_roster_sha256,first_pitch_relationship,run_eligibility_decision,reason
2026-05-01,local_daily_20260501T134007Z,2026-05-01T13:40:07+00:00,2026-05-01T06:40:07-07:00,2026-05-01T13:40:07+00:00,NO,0,15,0,0,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,2086,NO,NO,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,2026-05-01T13:42:53.301966+00:00,NO,,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,11bb531a4b135c46333ce5e3845d27f69dc1d3c0daeefd2b68c2b680f4f26db2,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-01,local_daily_20260501T163000Z,2026-05-01T16:30:00+00:00,2026-05-01T09:30:00-07:00,2026-05-01T16:30:00+00:00,NO,0,15,0,0,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T163000Z.csv,2146,NO,NO,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T163000Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T163000Z.csv,2026-05-01T16:30:36.571706+00:00,NO,,8d659b342b22994d7997431102d79b0fab90723beedb2649e55638aa3de9bcc9,cb5aab628f2644850f0d30e770f29038ad561f48b79fe30195931e15c8720a69,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-01,local_daily_20260501T180002Z,2026-05-01T18:00:02+00:00,2026-05-01T11:00:02-07:00,2026-05-01T18:00:02+00:00,NO,0,15,0,0,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T180002Z.csv,2144,NO,NO,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T180002Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T180002Z.csv,2026-05-01T18:00:37.904266+00:00,NO,,a9f4c5e203e1a5a85d56e219957cdd0916f0afa1dafea66c890903e805f67598,3d29b649ae5b843ca3620a13f85e171d6e8ae365c5020ab4e7290bf43228c01f,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-01,local_daily_20260501T200001Z,2026-05-01T20:00:01+00:00,2026-05-01T13:00:01-07:00,2026-05-01T20:00:01+00:00,NO,0,15,0,0,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T200001Z.csv,2066,NO,NO,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T200001Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T200001Z.csv,2026-05-01T20:00:38.903817+00:00,NO,,63f427475b63d74b765ece2ab398148d47d805fe4faf307d0469c6f9ef3d3519,551571c3fbc54064d02a4ba6991a0a2487b286094687d38c308a2cf5f7a4f6d1,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-01,local_daily_20260501T233005Z,2026-05-01T23:30:05+00:00,2026-05-01T16:30:05-07:00,2026-05-01T23:30:05+00:00,NO,0,14,0,0,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T233005Z.csv,1750,NO,NO,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T233005Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T233005Z.csv,2026-05-01T23:30:38.596392+00:00,NO,,0eb6cca062b15e505e2f3bf2d977b84be765c793fc3a1b09e1d7716df0c1dc92,804e825d0cbe2c7350cb1a200d38dd6c8a1d0ac7c20396d679fa219521a2adce,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-02,local_daily_20260502T150407Z,2026-05-02T15:04:07+00:00,2026-05-02T08:04:07-07:00,2026-05-02T15:04:07+00:00,NO,0,15,0,0,backend/mlb/exports/odds_history/2026-05-02/mlb_predictions_wide_calibrated__local_daily_20260502T150407Z.csv,2177,NO,NO,backend/mlb/exports/odds_history/2026-05-02/odds_mlb_playerprops__local_daily_20260502T150407Z.json,backend/mlb/exports/odds_history/2026-05-02/mlb_predictions_wide_calibrated__local_daily_20260502T150407Z.csv,2026-05-02T15:07:25.171853+00:00,NO,,594aee15ce4bbedefc7e567845e621ab98e625203777fb7c8ec1df724f461315,f0ed5e5094cd9dca781a86f8d4deff073de25ff0839fa5f1f863fea36161c60e,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-02,local_daily_20260502T163004Z,2026-05-02T16:30:04+00:00,2026-05-02T09:30:04-07:00,2026-05-02T16:30:04+00:00,NO,0,15,0,0,backend/mlb/exports/odds_history/2026-05-02/mlb_predictions_wide_calibrated__local_daily_20260502T163004Z.csv,2217,NO,NO,backend/mlb/exports/odds_history/2026-05-02/odds_mlb_playerprops__local_daily_20260502T163004Z.json,backend/mlb/exports/odds_history/2026-05-02/mlb_predictions_wide_calibrated__local_daily_20260502T163004Z.csv,2026-05-02T16:30:41.831397+00:00,NO,,c5cd04ee260761ab907571fe7c9d4ec72dd6944989d6151294e316b83c89f554,1b4764306ae7ce2150d9867dd44b78dc01b9404ae4254a622a49530012e73df7,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-02,local_daily_20260502T180005Z,2026-05-02T18:00:05+00:00,2026-05-02T11:00:05-07:00,2026-05-02T18:00:05+00:00,NO,0,15,0,0,backend/mlb/exports/odds_history/2026-05-02/mlb_predictions_wide_calibrated__local_daily_20260502T180005Z.csv,2196,NO,NO,backend/mlb/exports/odds_history/2026-05-02/odds_mlb_playerprops__local_daily_20260502T180005Z.json,backend/mlb/exports/odds_history/2026-05-02/mlb_predictions_wide_calibrated__local_daily_20260502T180005Z.csv,2026-05-02T18:00:40.674510+00:00,NO,,d6bf0d7e6e0c1fe74169493d61c1a7ee8f22bccf3bfe4c421cdb8219ec335099,1d9b36c73a89e17cea034236c2dfb4677735be554532526247fcaf671cbc0b30,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-02,local_daily_20260502T200004Z,2026-05-02T20:00:04+00:00,2026-05-02T13:00:04-07:00,2026-05-02T20:00:04+00:00,NO,0,15,0,0,backend/mlb/exports/odds_history/2026-05-02/mlb_predictions_wide_calibrated__local_daily_20260502T200004Z.csv,1977,NO,NO,backend/mlb/exports/odds_history/2026-05-02/odds_mlb_playerprops__local_daily_20260502T200004Z.json,backend/mlb/exports/odds_history/2026-05-02/mlb_predictions_wide_calibrated__local_daily_20260502T200004Z.csv,2026-05-02T20:00:38.485676+00:00,NO,,ab345bfd61ab32ceb86c9ac40eb1d96dadb6962e8ae84df97ed1e251965f8ae7,d8d95397ef1b00f83b990efc962c5b0968c0cd304cc810343cde3ae6e36c22b9,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-02,local_daily_20260502T233001Z,2026-05-02T23:30:01+00:00,2026-05-02T16:30:01-07:00,2026-05-02T23:30:01+00:00,NO,0,7,0,0,backend/mlb/exports/odds_history/2026-05-02/mlb_predictions_wide_calibrated__local_daily_20260502T233001Z.csv,932,NO,NO,backend/mlb/exports/odds_history/2026-05-02/odds_mlb_playerprops__local_daily_20260502T233001Z.json,backend/mlb/exports/odds_history/2026-05-02/mlb_predictions_wide_calibrated__local_daily_20260502T233001Z.csv,2026-05-02T23:30:27.184419+00:00,NO,,d5f85aabe1b47b685aa4f817048da721fd8358d98682109329d1df9afb10a715,c52dc28876f6da13c6cd5f23d0b6dcbc93d6e387e346630e9959e14ba71032a5,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-03,local_daily_20260503T123919Z,2026-05-03T12:39:19+00:00,2026-05-03T05:39:19-07:00,2026-05-03T12:39:19+00:00,NO,0,15,0,0,backend/mlb/exports/odds_history/2026-05-03/mlb_predictions_wide_calibrated__local_daily_20260503T123919Z.csv,2121,NO,NO,backend/mlb/exports/odds_history/2026-05-03/odds_mlb_playerprops__local_daily_20260503T123919Z.json,backend/mlb/exports/odds_history/2026-05-03/mlb_predictions_wide_calibrated__local_daily_20260503T123919Z.csv,2026-05-03T12:43:39.131503+00:00,NO,,f354d6ccc8ee279ebd70f8f653c499d9ef9d6c94a3d368c91d8200522e5c8917,b328be3ef2fa318f6f0e2a6d6292c829aaa26bc0254f20669bd8a06b00f2d845,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-03,local_daily_20260503T163005Z,2026-05-03T16:30:05+00:00,2026-05-03T09:30:05-07:00,2026-05-03T16:30:05+00:00,NO,0,15,0,0,backend/mlb/exports/odds_history/2026-05-03/mlb_predictions_wide_calibrated__local_daily_20260503T163005Z.csv,2134,NO,NO,backend/mlb/exports/odds_history/2026-05-03/odds_mlb_playerprops__local_daily_20260503T163005Z.json,backend/mlb/exports/odds_history/2026-05-03/mlb_predictions_wide_calibrated__local_daily_20260503T163005Z.csv,2026-05-03T16:30:42.380994+00:00,NO,,bfa6c6641c9e5118d3ebf0926070cd8a9eb7d8218fb0af4d439fa96c27010358,e963125ac5743cb6faa748ecb558ac0f5ee337bc6ac01e72b4d90e257188f460,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-03,local_daily_20260503T180001Z,2026-05-03T18:00:01+00:00,2026-05-03T11:00:01-07:00,2026-05-03T18:00:01+00:00,NO,0,15,0,0,backend/mlb/exports/odds_history/2026-05-03/mlb_predictions_wide_calibrated__local_daily_20260503T180001Z.csv,1899,NO,NO,backend/mlb/exports/odds_history/2026-05-03/odds_mlb_playerprops__local_daily_20260503T180001Z.json,backend/mlb/exports/odds_history/2026-05-03/mlb_predictions_wide_calibrated__local_daily_20260503T180001Z.csv,2026-05-03T18:00:37.159611+00:00,NO,,efdf03634ae39028204583ad14c3f72ac53ba119879d3dc3a86252922df2ebc3,69d0a7da05ef060d39834e2f4b225dab019bbf1494b09c168437c47b5f27ca8c,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-03,local_daily_20260503T200004Z,2026-05-03T20:00:04+00:00,2026-05-03T13:00:04-07:00,2026-05-03T20:00:04+00:00,NO,0,13,0,0,backend/mlb/exports/odds_history/2026-05-03/mlb_predictions_wide_calibrated__local_daily_20260503T200004Z.csv,1007,NO,NO,backend/mlb/exports/odds_history/2026-05-03/odds_mlb_playerprops__local_daily_20260503T200004Z.json,backend/mlb/exports/odds_history/2026-05-03/mlb_predictions_wide_calibrated__local_daily_20260503T200004Z.csv,2026-05-03T20:00:39.168853+00:00,NO,,97dd9863bedae0b3183126e2d56904769302d0aa10fd2850076731d28a508042,3a2bd99e409900dd19c80ddc95b750e4028e3ddc99949fa9753af8b2cd9f977e,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-03,local_daily_20260503T233004Z,2026-05-03T23:30:04+00:00,2026-05-03T16:30:04-07:00,2026-05-03T23:30:04+00:00,NO,0,1,0,0,backend/mlb/exports/odds_history/2026-05-03/mlb_predictions_wide_calibrated__local_daily_20260503T233004Z.csv,131,NO,NO,backend/mlb/exports/odds_history/2026-05-03/odds_mlb_playerprops__local_daily_20260503T233004Z.json,backend/mlb/exports/odds_history/2026-05-03/mlb_predictions_wide_calibrated__local_daily_20260503T233004Z.csv,2026-05-03T23:30:31.731365+00:00,NO,,a9f6b6b9d80eb6fd906880211cf20eab4602b2d0d706cad112d5bdc9795349fc,42735845888e2b9e84f1e7d619dc5d1b7ce3b3764c516f0ce92690e652f7ae9e,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-04,local_daily_20260504T124203Z,2026-05-04T12:42:03+00:00,2026-05-04T05:42:03-07:00,2026-05-04T12:42:03+00:00,NO,0,12,0,0,backend/mlb/exports/odds_history/2026-05-04/mlb_predictions_wide_calibrated__local_daily_20260504T124203Z.csv,1663,NO,NO,backend/mlb/exports/odds_history/2026-05-04/odds_mlb_playerprops__local_daily_20260504T124203Z.json,backend/mlb/exports/odds_history/2026-05-04/mlb_predictions_wide_calibrated__local_daily_20260504T124203Z.csv,2026-05-04T12:46:42.973491+00:00,NO,,12bec7abbd5d2cb94dee0f34a7dba606fd5329e359931b76aad492d40f3aba19,f6da7228ceea681de823b01f0d8cffdcaf183ff0b634804a222ae5dd543c4cc6,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-04,local_daily_20260504T163003Z,2026-05-04T16:30:03+00:00,2026-05-04T09:30:03-07:00,2026-05-04T16:30:03+00:00,NO,0,12,0,0,backend/mlb/exports/odds_history/2026-05-04/mlb_predictions_wide_calibrated__local_daily_20260504T163003Z.csv,1711,NO,NO,backend/mlb/exports/odds_history/2026-05-04/odds_mlb_playerprops__local_daily_20260504T163003Z.json,backend/mlb/exports/odds_history/2026-05-04/mlb_predictions_wide_calibrated__local_daily_20260504T163003Z.csv,2026-05-04T16:30:38.033614+00:00,NO,,7a1ec6b76fda6b75c29a9d840acb63e06fe8dc257d00da3bf7258bd0e3c2a524,f2ce3515ad1f6203fff45c05eaf91bd62b7ab0d428d61376942d548032998947,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-04,local_daily_20260504T180004Z,2026-05-04T18:00:04+00:00,2026-05-04T11:00:04-07:00,2026-05-04T18:00:04+00:00,NO,0,12,0,0,backend/mlb/exports/odds_history/2026-05-04/mlb_predictions_wide_calibrated__local_daily_20260504T180004Z.csv,1717,NO,NO,backend/mlb/exports/odds_history/2026-05-04/odds_mlb_playerprops__local_daily_20260504T180004Z.json,backend/mlb/exports/odds_history/2026-05-04/mlb_predictions_wide_calibrated__local_daily_20260504T180004Z.csv,2026-05-04T18:00:39.543486+00:00,NO,,5be3cfb07c7b83a3694dde07ff87a59724473d6c4b490598386cd4a5ed0c98c0,3a47d6deb6179bec4a719ee1aacf4e44abc0e49ed90b81850f7c1b8d38233128,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-04,local_daily_20260504T200002Z,2026-05-04T20:00:02+00:00,2026-05-04T13:00:02-07:00,2026-05-04T20:00:02+00:00,NO,0,12,0,0,backend/mlb/exports/odds_history/2026-05-04/mlb_predictions_wide_calibrated__local_daily_20260504T200002Z.csv,1700,NO,NO,backend/mlb/exports/odds_history/2026-05-04/odds_mlb_playerprops__local_daily_20260504T200002Z.json,backend/mlb/exports/odds_history/2026-05-04/mlb_predictions_wide_calibrated__local_daily_20260504T200002Z.csv,2026-05-04T20:00:39.125679+00:00,NO,,74398d3963ccf5996a3b1dd9fe06cd14ad5ff7ecfc616a016b98f4f40193966a,07af4528d97ef018baa9a1886ade0cd300a80c1984511b23afa2d27ef5f396d1,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-04,local_daily_20260504T233001Z,2026-05-04T23:30:01+00:00,2026-05-04T16:30:01-07:00,2026-05-04T23:30:01+00:00,NO,0,12,0,0,backend/mlb/exports/odds_history/2026-05-04/mlb_predictions_wide_calibrated__local_daily_20260504T233001Z.csv,1303,NO,NO,backend/mlb/exports/odds_history/2026-05-04/odds_mlb_playerprops__local_daily_20260504T233001Z.json,backend/mlb/exports/odds_history/2026-05-04/mlb_predictions_wide_calibrated__local_daily_20260504T233001Z.csv,2026-05-04T23:30:31.900597+00:00,NO,,ff83933705c76bf3da5eb50dd6da430efaac3f5d882c5139239471c5bd172a14,de013d1af01f296959e61164ba63e8ae003a508838dc7e143c7e6a937a3f8abe,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-05,local_daily_20260505T123002Z,2026-05-05T12:30:02+00:00,2026-05-05T05:30:02-07:00,2026-05-05T12:30:02+00:00,NO,0,15,0,0,backend/mlb/exports/odds_history/2026-05-05/mlb_predictions_wide_calibrated__local_daily_20260505T123002Z.csv,2023,NO,NO,backend/mlb/exports/odds_history/2026-05-05/odds_mlb_playerprops__local_daily_20260505T123002Z.json,backend/mlb/exports/odds_history/2026-05-05/mlb_predictions_wide_calibrated__local_daily_20260505T123002Z.csv,2026-05-05T12:32:51.256475+00:00,NO,,03c398163e84bc017040ee7ea7ac90ebe017e2a3b3a74e58baa1e494f1f0674a,61197ae84487cb5fb2a7e717c95ea0b66716ea1d3c6e26be5f2401bfc566c053,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-05,local_daily_20260505T163000Z,2026-05-05T16:30:00+00:00,2026-05-05T09:30:00-07:00,2026-05-05T16:30:00+00:00,NO,0,15,0,0,backend/mlb/exports/odds_history/2026-05-05/mlb_predictions_wide_calibrated__local_daily_20260505T163000Z.csv,2159,NO,NO,backend/mlb/exports/odds_history/2026-05-05/odds_mlb_playerprops__local_daily_20260505T163000Z.json,backend/mlb/exports/odds_history/2026-05-05/mlb_predictions_wide_calibrated__local_daily_20260505T163000Z.csv,2026-05-05T16:30:36.776314+00:00,NO,,0c5fc702f99c57d3927cb2f44a17fdf2a64530c3305a5ea81fa29c862dbc9c2f,dc247477d6ac132f5e147be302714c141e2a73bef835c523031327543c4be391,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-05,local_daily_20260505T180005Z,2026-05-05T18:00:05+00:00,2026-05-05T11:00:05-07:00,2026-05-05T18:00:05+00:00,NO,0,14,0,0,backend/mlb/exports/odds_history/2026-05-05/mlb_predictions_wide_calibrated__local_daily_20260505T180005Z.csv,2023,NO,NO,backend/mlb/exports/odds_history/2026-05-05/odds_mlb_playerprops__local_daily_20260505T180005Z.json,backend/mlb/exports/odds_history/2026-05-05/mlb_predictions_wide_calibrated__local_daily_20260505T180005Z.csv,2026-05-05T18:00:44.912230+00:00,NO,,2205a7e5ad5bf30db620e2b87b3a5e0dfe794a38e6ef7f97ddf67a9cd99a82ec,a3eb732e9480c2fbfc3f109c3245b10951cd7952df5585e4dfa9eebd2828e646,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-05,local_daily_20260505T200005Z,2026-05-05T20:00:05+00:00,2026-05-05T13:00:05-07:00,2026-05-05T20:00:05+00:00,NO,0,14,0,0,backend/mlb/exports/odds_history/2026-05-05/mlb_predictions_wide_calibrated__local_daily_20260505T200005Z.csv,1995,NO,NO,backend/mlb/exports/odds_history/2026-05-05/odds_mlb_playerprops__local_daily_20260505T200005Z.json,backend/mlb/exports/odds_history/2026-05-05/mlb_predictions_wide_calibrated__local_daily_20260505T200005Z.csv,2026-05-05T20:00:44.523730+00:00,NO,,67828c16d49cec107b8e90599dca6a79ecfcae375fc940598a0042125793e684,297ce8c81b8e5618a5101a14e7ff7c6ec5614aa7cc0423a1c1c197ffbd946a6d,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-05,local_daily_20260505T233004Z,2026-05-05T23:30:04+00:00,2026-05-05T16:30:04-07:00,2026-05-05T23:30:04+00:00,NO,0,13,0,0,backend/mlb/exports/odds_history/2026-05-05/mlb_predictions_wide_calibrated__local_daily_20260505T233004Z.csv,1649,NO,NO,backend/mlb/exports/odds_history/2026-05-05/odds_mlb_playerprops__local_daily_20260505T233004Z.json,backend/mlb/exports/odds_history/2026-05-05/mlb_predictions_wide_calibrated__local_daily_20260505T233004Z.csv,2026-05-05T23:30:35.374171+00:00,NO,,31dfd4440b3002d20b5d3fdea6bb74719907e7d274f5d2caeaade5c9501f6811,ff0c6eeb8a4e8606d8da5928bb866fb2ce4c1e6e9bff367a898764bd2076a9af,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-06,local_daily_20260506T123000Z,2026-05-06T12:30:00+00:00,2026-05-06T05:30:00-07:00,2026-05-06T12:30:00+00:00,NO,0,15,0,0,backend/mlb/exports/odds_history/2026-05-06/mlb_predictions_wide_calibrated__local_daily_20260506T123000Z.csv,2124,NO,NO,backend/mlb/exports/odds_history/2026-05-06/odds_mlb_playerprops__local_daily_20260506T123000Z.json,backend/mlb/exports/odds_history/2026-05-06/mlb_predictions_wide_calibrated__local_daily_20260506T123000Z.csv,2026-05-06T12:32:55.887659+00:00,NO,,28d1d3e9511036e0e661d1210f42e35c9b8535eefa65f2bc6767b2c16a86a074,9a98af55d5955d3538afd21a0b40576f30f0e877ec40cc1e66ed665ba76764ba,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-06,local_daily_20260506T163004Z,2026-05-06T16:30:04+00:00,2026-05-06T09:30:04-07:00,2026-05-06T16:30:04+00:00,NO,0,15,0,0,backend/mlb/exports/odds_history/2026-05-06/mlb_predictions_wide_calibrated__local_daily_20260506T163004Z.csv,2173,NO,NO,backend/mlb/exports/odds_history/2026-05-06/odds_mlb_playerprops__local_daily_20260506T163004Z.json,backend/mlb/exports/odds_history/2026-05-06/mlb_predictions_wide_calibrated__local_daily_20260506T163004Z.csv,2026-05-06T16:30:44.308410+00:00,NO,,7ed9b0c5842d42a0e8fb83861057037b03626fd72c0058068b4fb035506c1994,a0cad1d815aab45170e96047fbf890535a622101791fbe17c6c21a31d35a415b,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-06,local_daily_20260506T180002Z,2026-05-06T18:00:02+00:00,2026-05-06T11:00:02-07:00,2026-05-06T18:00:02+00:00,NO,0,15,0,0,backend/mlb/exports/odds_history/2026-05-06/mlb_predictions_wide_calibrated__local_daily_20260506T180002Z.csv,2105,NO,NO,backend/mlb/exports/odds_history/2026-05-06/odds_mlb_playerprops__local_daily_20260506T180002Z.json,backend/mlb/exports/odds_history/2026-05-06/mlb_predictions_wide_calibrated__local_daily_20260506T180002Z.csv,2026-05-06T18:00:40.491024+00:00,NO,,bf34a866025655c62faa94719324e72682123a1516b3bc21ef9243fc6243ab77,7aa9f85007bc3293c32ca15ca0286c931237c438d9db29d46cf7a41adf7ad8b2,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-06,local_daily_20260506T200004Z,2026-05-06T20:00:04+00:00,2026-05-06T13:00:04-07:00,2026-05-06T20:00:04+00:00,NO,0,14,0,0,backend/mlb/exports/odds_history/2026-05-06/mlb_predictions_wide_calibrated__local_daily_20260506T200004Z.csv,1840,NO,NO,backend/mlb/exports/odds_history/2026-05-06/odds_mlb_playerprops__local_daily_20260506T200004Z.json,backend/mlb/exports/odds_history/2026-05-06/mlb_predictions_wide_calibrated__local_daily_20260506T200004Z.csv,2026-05-06T20:00:37.746306+00:00,NO,,dab9ccef71cf5a2e108e5caea4833de1633af693470273298d79de0b43000f00,f3f68cc1363978867cb2efa41ed46a7345d4c038cfeb80f61071aab4d8c5ebce,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-06,local_daily_20260506T233005Z,2026-05-06T23:30:05+00:00,2026-05-06T16:30:05-07:00,2026-05-06T23:30:05+00:00,NO,0,9,0,0,backend/mlb/exports/odds_history/2026-05-06/mlb_predictions_wide_calibrated__local_daily_20260506T233005Z.csv,1179,NO,NO,backend/mlb/exports/odds_history/2026-05-06/odds_mlb_playerprops__local_daily_20260506T233005Z.json,backend/mlb/exports/odds_history/2026-05-06/mlb_predictions_wide_calibrated__local_daily_20260506T233005Z.csv,2026-05-06T23:30:33.283147+00:00,NO,,8aa03779112c17c92478ca1cd2aff0d212827d8b5962a5f9255c6d68d476b833,89fb5d68894fb4fb4664d4598d6898e055788bfaf913aacd3dac158fb1f729e8,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-07,local_daily_20260507T123004Z,2026-05-07T12:30:04+00:00,2026-05-07T05:30:04-07:00,2026-05-07T12:30:04+00:00,NO,0,10,0,0,backend/mlb/exports/odds_history/2026-05-07/mlb_predictions_wide_calibrated__local_daily_20260507T123004Z.csv,1426,NO,NO,backend/mlb/exports/odds_history/2026-05-07/odds_mlb_playerprops__local_daily_20260507T123004Z.json,backend/mlb/exports/odds_history/2026-05-07/mlb_predictions_wide_calibrated__local_daily_20260507T123004Z.csv,2026-05-07T12:33:20.264503+00:00,NO,,b49f92cefc357726049c60555282a214b7dd4ac90d10d178ec1a8a25998ea014,20aac45ed76658a35f8a64f7be506982bf759359a6348e80b4ac07fd26b9011e,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-07,local_daily_20260507T163004Z,2026-05-07T16:30:04+00:00,2026-05-07T09:30:04-07:00,2026-05-07T16:30:04+00:00,NO,0,10,0,0,backend/mlb/exports/odds_history/2026-05-07/mlb_predictions_wide_calibrated__local_daily_20260507T163004Z.csv,1446,NO,NO,backend/mlb/exports/odds_history/2026-05-07/odds_mlb_playerprops__local_daily_20260507T163004Z.json,backend/mlb/exports/odds_history/2026-05-07/mlb_predictions_wide_calibrated__local_daily_20260507T163004Z.csv,2026-05-07T16:30:36.249695+00:00,NO,,2ff206a60a4d7d2300937b1188b0ca58abf72b7fb50825f3225e0f97d3aaac1f,e238685cce14533cccd3baa0d5792ddcd4d11e43bff863dacf96dba465be8a6a,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
2026-05-07,local_daily_20260507T180001Z,2026-05-07T18:00:01+00:00,2026-05-07T11:00:01-07:00,2026-05-07T18:00:01+00:00,NO,0,10,0,0,backend/mlb/exports/odds_history/2026-05-07/mlb_predictions_wide_calibrated__local_daily_20260507T180001Z.csv,1366,NO,NO,backend/mlb/exports/odds_history/2026-05-07/odds_mlb_playerprops__local_daily_20260507T180001Z.json,backend/mlb/exports/odds_history/2026-05-07/mlb_predictions_wide_calibrated__local_daily_20260507T180001Z.csv,2026-05-07T18:00:32.384518+00:00,NO,,f340b3af964800119a63f6dbe7d31bd9252907dd0e3117b25341f24422517b4b,3b1cbd2193f4e1e36bfb093631bc78e413d3e72e9933a129ed914586eb5c7423,NOT_CERTIFIED,MARKET_ARTIFACT_MISSING,MARKET_ARTIFACT_MISSING
