side,cluster,clusters,win_rate_low,win_rate_high,roi_low,roi_high
OVER,slate_date,5,0.3223270440251572,0.3894230769230769,-0.24260718094638042,-0.0888778603732537
OVER,game_pk,58,0.31925675675675674,0.4013377926421405,-0.25776074201252264,-0.0518002424791497
UNDER,slate_date,5,0.6108202443280978,0.6776729559748428,-0.04135937990516059,0.06288196403845571
UNDER,game_pk,58,0.5973377703826955,0.6828125,-0.06448025557654619,0.07338155455947296
