source_lineage_grade,month,side,frozen_rows,settled_wagers,wins,losses,voids,supported_nonappearances,book_rule_uncertified,technical_unresolved,stake_at_risk,returned_stake,gross_winning_profit,net_dollars,roi,average_odds
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07,OVER,408,382,141,241,24,21,0,2,1910,120,944.4669438240985,-260.53305617590155,-0.1364047414533516,123.92670157068063
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-07,UNDER,408,382,241,141,24,21,0,2,1910,120,691.1509471076511,-13.84905289234877,-0.007250813032643335,-178.77225130890054
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-08,OVER,253,223,76,147,30,20,0,0,1115,150,516.3951210502922,-218.60487894970782,-0.1960581873988411,123.02690582959642
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,2026-08,UNDER,253,223,147,76,30,20,0,0,1115,150,415.07838677722776,35.078386777227635,0.03146043657150461,-180.04484304932734
