slate_date,game_pk,player_mlb_id,player,team,opponent,scheduled_first_pitch_utc,normal_pipeline_run_tag,cohort_freeze_timestamp,provider_event_id,roster_observation_timestamp,roster_ingestion_run,roster_source_payload,roster_source_sha256,over_odds,under_odds,market_observation_timestamp,market_ingestion_run,market_source_payload,market_source_sha256,membership_decision,membership_reason,source_lineage_grade,official_role,final_batting_position,plate_appearances,at_bats,hits,singles,doubles,triples,home_runs,independent_total_bases,tb_arithmetic,official_source_payload,official_source_sha256,local_row_count,local_verification,game_classification,innings_completed,book_settlement,home_away,month,governing_run_time_pt,over_price_band,under_price_band,over_result,under_result,over_net,under_net
2026-08-02,824807,547180,Bryce Harper,PHI,BAL,2026-08-02T17:35:00+00:00,local_daily_20260802T124202Z,2026-08-02T12:42:02+00:00,0a83565a7c1b5059b188a176bf7ef21f,2026-08-02T12:46:26.712904+00:00,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/mlb_predictions_wide_calibrated__local_daily_20260802T124202Z.csv,d5c19bddcf9215372f19ac831bf751123796a72fa7b9a6129a962ea93e4fc02c,120,-156,2026-08-02T12:45:36Z,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/odds_mlb_playerprops__local_daily_20260802T124202Z.json,888b830e401004f5a057254966c062b01b5ede0f9ae8dcb0816f286334adb9b2,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,STARTED,3,4,3,1,0,0,0,1,4,TB_ARITHMETIC_CERTIFIED,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824807_a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95.json,a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95,1,LOCAL_ROW_VERIFIED_EXACT,COMPLETED_EARLY_OFFICIAL,5,BOOK_VOID_SHORTENED_GAME,AWAY,2026-08,05:42,+100_TO_+149,-150_TO_-199,VOID,VOID,0.0,0.0
2026-08-02,824807,592663,J.T. Realmuto,PHI,BAL,2026-08-02T17:35:00+00:00,local_daily_20260802T124202Z,2026-08-02T12:42:02+00:00,0a83565a7c1b5059b188a176bf7ef21f,2026-08-02T12:46:26.712904+00:00,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/mlb_predictions_wide_calibrated__local_daily_20260802T124202Z.csv,d5c19bddcf9215372f19ac831bf751123796a72fa7b9a6129a962ea93e4fc02c,146,-192,2026-08-02T12:45:36Z,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/odds_mlb_playerprops__local_daily_20260802T124202Z.json,888b830e401004f5a057254966c062b01b5ede0f9ae8dcb0816f286334adb9b2,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,STARTED,6,3,2,1,1,0,0,0,1,TB_ARITHMETIC_CERTIFIED,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824807_a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95.json,a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95,1,LOCAL_ROW_VERIFIED_EXACT,COMPLETED_EARLY_OFFICIAL,5,BOOK_VOID_SHORTENED_GAME,AWAY,2026-08,05:42,+100_TO_+149,-150_TO_-199,VOID,VOID,0.0,0.0
2026-08-02,824807,607208,Trea Turner,PHI,BAL,2026-08-02T17:35:00+00:00,local_daily_20260802T124202Z,2026-08-02T12:42:02+00:00,0a83565a7c1b5059b188a176bf7ef21f,2026-08-02T12:46:26.712904+00:00,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/mlb_predictions_wide_calibrated__local_daily_20260802T124202Z.csv,d5c19bddcf9215372f19ac831bf751123796a72fa7b9a6129a962ea93e4fc02c,110,-143,2026-08-02T12:45:36Z,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/odds_mlb_playerprops__local_daily_20260802T124202Z.json,888b830e401004f5a057254966c062b01b5ede0f9ae8dcb0816f286334adb9b2,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,STARTED,1,4,3,1,1,0,0,0,1,TB_ARITHMETIC_CERTIFIED,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824807_a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95.json,a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95,1,LOCAL_ROW_VERIFIED_EXACT,COMPLETED_EARLY_OFFICIAL,5,BOOK_VOID_SHORTENED_GAME,AWAY,2026-08,05:42,+100_TO_+149,-101_TO_-149,VOID,VOID,0.0,0.0
2026-08-02,824807,624413,Pete Alonso,BAL,PHI,2026-08-02T17:35:00+00:00,local_daily_20260802T124202Z,2026-08-02T12:42:02+00:00,0a83565a7c1b5059b188a176bf7ef21f,2026-08-02T12:46:26.712904+00:00,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/mlb_predictions_wide_calibrated__local_daily_20260802T124202Z.csv,d5c19bddcf9215372f19ac831bf751123796a72fa7b9a6129a962ea93e4fc02c,146,-192,2026-08-02T12:45:36Z,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/odds_mlb_playerprops__local_daily_20260802T124202Z.json,888b830e401004f5a057254966c062b01b5ede0f9ae8dcb0816f286334adb9b2,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,STARTED,2,2,2,1,1,0,0,0,1,TB_ARITHMETIC_CERTIFIED,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824807_a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95.json,a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95,1,LOCAL_ROW_VERIFIED_EXACT,COMPLETED_EARLY_OFFICIAL,5,BOOK_VOID_SHORTENED_GAME,HOME,2026-08,05:42,+100_TO_+149,-150_TO_-199,VOID,VOID,0.0,0.0
2026-08-02,824807,656941,Kyle Schwarber,PHI,BAL,2026-08-02T17:35:00+00:00,local_daily_20260802T124202Z,2026-08-02T12:42:02+00:00,0a83565a7c1b5059b188a176bf7ef21f,2026-08-02T12:46:26.712904+00:00,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/mlb_predictions_wide_calibrated__local_daily_20260802T124202Z.csv,d5c19bddcf9215372f19ac831bf751123796a72fa7b9a6129a962ea93e4fc02c,120,-156,2026-08-02T12:45:36Z,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/odds_mlb_playerprops__local_daily_20260802T124202Z.json,888b830e401004f5a057254966c062b01b5ede0f9ae8dcb0816f286334adb9b2,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,STARTED,2,4,2,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824807_a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95.json,a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95,1,LOCAL_ROW_VERIFIED_EXACT,COMPLETED_EARLY_OFFICIAL,5,BOOK_VOID_SHORTENED_GAME,AWAY,2026-08,05:42,+100_TO_+149,-150_TO_-199,VOID,VOID,0.0,0.0
2026-08-02,824807,664761,Alec Bohm,PHI,BAL,2026-08-02T17:35:00+00:00,local_daily_20260802T124202Z,2026-08-02T12:42:02+00:00,0a83565a7c1b5059b188a176bf7ef21f,2026-08-02T12:46:26.712904+00:00,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/mlb_predictions_wide_calibrated__local_daily_20260802T124202Z.csv,d5c19bddcf9215372f19ac831bf751123796a72fa7b9a6129a962ea93e4fc02c,149,-196,2026-08-02T12:45:36Z,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/odds_mlb_playerprops__local_daily_20260802T124202Z.json,888b830e401004f5a057254966c062b01b5ede0f9ae8dcb0816f286334adb9b2,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,STARTED,4,4,4,2,2,0,0,0,2,TB_ARITHMETIC_CERTIFIED,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824807_a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95.json,a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95,1,LOCAL_ROW_VERIFIED_EXACT,COMPLETED_EARLY_OFFICIAL,5,BOOK_VOID_SHORTENED_GAME,AWAY,2026-08,05:42,+100_TO_+149,-150_TO_-199,VOID,VOID,0.0,0.0
2026-08-02,824807,669016,Brandon Marsh,PHI,BAL,2026-08-02T17:35:00+00:00,local_daily_20260802T124202Z,2026-08-02T12:42:02+00:00,0a83565a7c1b5059b188a176bf7ef21f,2026-08-02T12:46:26.712904+00:00,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/mlb_predictions_wide_calibrated__local_daily_20260802T124202Z.csv,d5c19bddcf9215372f19ac831bf751123796a72fa7b9a6129a962ea93e4fc02c,141,-185,2026-08-02T12:45:36Z,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/odds_mlb_playerprops__local_daily_20260802T124202Z.json,888b830e401004f5a057254966c062b01b5ede0f9ae8dcb0816f286334adb9b2,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,STARTED,5,3,3,1,1,0,0,0,1,TB_ARITHMETIC_CERTIFIED,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824807_a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95.json,a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95,1,LOCAL_ROW_VERIFIED_EXACT,COMPLETED_EARLY_OFFICIAL,5,BOOK_VOID_SHORTENED_GAME,AWAY,2026-08,05:42,+100_TO_+149,-150_TO_-199,VOID,VOID,0.0,0.0
2026-08-02,824807,681082,Bryson Stott,PHI,BAL,2026-08-02T17:35:00+00:00,local_daily_20260802T124202Z,2026-08-02T12:42:02+00:00,0a83565a7c1b5059b188a176bf7ef21f,2026-08-02T12:46:26.712904+00:00,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/mlb_predictions_wide_calibrated__local_daily_20260802T124202Z.csv,d5c19bddcf9215372f19ac831bf751123796a72fa7b9a6129a962ea93e4fc02c,155,-204,2026-08-02T12:45:36Z,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/odds_mlb_playerprops__local_daily_20260802T124202Z.json,888b830e401004f5a057254966c062b01b5ede0f9ae8dcb0816f286334adb9b2,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,STARTED,7,3,1,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824807_a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95.json,a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95,1,LOCAL_ROW_VERIFIED_EXACT,COMPLETED_EARLY_OFFICIAL,5,BOOK_VOID_SHORTENED_GAME,AWAY,2026-08,05:42,+150_OR_HIGHER,-200_OR_LOWER,VOID,VOID,0.0,0.0
2026-08-02,824807,683002,Gunnar Henderson,BAL,PHI,2026-08-02T17:35:00+00:00,local_daily_20260802T124202Z,2026-08-02T12:42:02+00:00,0a83565a7c1b5059b188a176bf7ef21f,2026-08-02T12:46:26.712904+00:00,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/mlb_predictions_wide_calibrated__local_daily_20260802T124202Z.csv,d5c19bddcf9215372f19ac831bf751123796a72fa7b9a6129a962ea93e4fc02c,152,-200,2026-08-02T12:45:36Z,local_daily_20260802T124202Z,backend/mlb/exports/odds_history/2026-08-02/odds_mlb_playerprops__local_daily_20260802T124202Z.json,888b830e401004f5a057254966c062b01b5ede0f9ae8dcb0816f286334adb9b2,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,STARTED,3,2,2,0,0,0,0,0,0,TB_ARITHMETIC_CERTIFIED,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_824807_a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95.json,a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95,1,LOCAL_ROW_VERIFIED_EXACT,COMPLETED_EARLY_OFFICIAL,5,BOOK_VOID_SHORTENED_GAME,HOME,2026-08,05:42,+150_OR_HIGHER,-200_OR_LOWER,VOID,VOID,0.0,0.0
