slate_date,game_pk,player_mlb_id,player,local_row_count,local_verification,official_source_payload,official_source_sha256
2026-07-29,822702,543807,George Springer,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822702_8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2
2026-07-29,822702,660688,Keibert Ruiz,0,LOCAL_ROW_MISSING,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822702_8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2
2026-07-29,822702,662139,Daulton Varsho,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822702_8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2
2026-07-29,822702,664770,Nathan Lukes,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822702_8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2
2026-07-29,822702,672386,Alejandro Kirk,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822702_8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2
2026-07-29,822702,672960,Kazuma Okamoto,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822702_8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2
2026-07-29,822702,676391,Ernie Clement,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822702_8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2
2026-07-29,822702,682928,CJ Abrams,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822702_8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2
2026-07-29,822702,686611,Dylan Crews,0,LOCAL_ROW_MISSING,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822702_8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2
2026-07-29,822702,695578,James Wood,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822702_8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2
2026-07-29,822702,695734,Daylen Lile,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822702_8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2.json,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2
2026-07-29,822947,607043,Brandon Nimmo,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822947_d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-29,822947,666018,Jonathan Aranda,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822947_d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-29,822947,669394,Jake Burger,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822947_d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-29,822947,676356,Jonny DeLuca,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822947_d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-29,822947,691406,Junior Caminero,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822947_d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-29,822947,694671,Wyatt Langford,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822947_d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-29,822947,802415,Chandler Simpson,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_822947_d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf.json,d501fa9cadb9ac06bc25bd49feb6efd79effaff9a3b8446c8e7ddfe4edb5c9bf
2026-07-29,823022,608324,Alex Bregman,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823022_73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-29,823022,608348,Carson Kelly,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823022_73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
