slate_date,game_pk,player_mlb_id,player,local_row_count,local_verification,official_source_payload,official_source_sha256
2026-07-29,823022,621020,Dansby Swanson,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823022_73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-29,823022,663538,Nico Hoerner,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823022_73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-29,823022,664023,Ian Happ,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823022_73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-29,823022,673548,Seiya Suzuki,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823022_73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-29,823022,676475,Alec Burleson,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823022_73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-29,823022,683737,Michael Busch,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823022_73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-29,823022,691023,Jordan Walker,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823022_73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-29,823022,691026,Masyn Winn,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823022_73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-29,823022,691718,Pete Crow-Armstrong,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823022_73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-29,823022,802139,JJ Wetherholt,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823022_73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d.json,73a9850fbff93368cf8457c21941e189cc0b65e7fe979ff60b268f8a4e0bf15d
2026-07-29,823192,592885,Christian Yelich,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823192_df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1.json,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-29,823192,641343,Jake Bauers,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823192_df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1.json,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-29,823192,642715,Willy Adames,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823192_df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1.json,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-29,823192,646240,Rafael Devers,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823192_df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1.json,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-29,823192,650333,Luis Arraez,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823192_df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1.json,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-29,823192,661388,William Contreras,0,LOCAL_ROW_MISSING,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823192_df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1.json,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-29,823192,668930,Brice Turang,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823192_df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1.json,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-29,823192,671218,Heliot Ramos,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823192_df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1.json,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-29,823192,683734,Andrew Vaughn,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823192_df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1.json,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-29,823192,694192,Jackson Chourio,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823192_df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1.json,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-29,823192,806198,Cooper Pratt,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823192_df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1.json,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-29,823192,808982,Jung Hoo Lee,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823192_df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1.json,df74c4c50183fb85ab3229c3cd68ffc48582d8dc42fe4c663abeb1255bc518b1
2026-07-29,823351,571448,Nolan Arenado,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823351_4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f.json,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-29,823351,596146,Max Kepler,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823351_4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f.json,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-29,823351,606466,Ketel Marte,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823351_4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f.json,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-29,823351,656811,Ryan O'Hearn,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823351_4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f.json,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-29,823351,663968,Jake Mangum,0,LOCAL_ROW_MISSING,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823351_4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f.json,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-29,823351,668804,Bryan Reynolds,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823351_4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f.json,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-29,823351,672515,Gabriel Moreno,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823351_4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f.json,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-29,823351,672695,Geraldo Perdomo,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823351_4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f.json,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-29,823351,682998,Corbin Carroll,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823351_4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f.json,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-29,823351,693304,Nick Gonzales,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823351_4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f.json,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-29,823351,699013,Esmerlyn Valdez,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823351_4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f.json,4a6cf999746eb2eb46429b465dea65d0bcdb30cefb15822b9d27f413d5d4598f
2026-07-29,823677,521692,Salvador Perez,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823677_95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f.json,95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f
2026-07-29,823677,605137,Josh Bell,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823677_95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f.json,95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f
2026-07-29,823677,657041,Lane Thomas,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823677_95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f.json,95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f
2026-07-29,823677,663616,Trevor Larnach,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823677_95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f.json,95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f
2026-07-29,823677,665019,Kody Clemens,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823677_95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f.json,95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f
2026-07-29,823677,668904,Royce Lewis,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823677_95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f.json,95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f
2026-07-29,823677,680777,Ryan Jeffers,0,LOCAL_ROW_MISSING,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823677_95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f.json,95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f
2026-07-29,823677,686469,Vinnie Pasquantino,0,LOCAL_ROW_MISSING,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823677_95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f.json,95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f
2026-07-29,823677,686681,Michael Massey,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823677_95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f.json,95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f
2026-07-29,823677,686797,Brooks Lee,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823677_95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f.json,95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f
2026-07-29,823677,695506,Jac Caglianone,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823677_95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f.json,95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f
2026-07-29,823677,695600,Carter Jensen,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823677_95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f.json,95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f
2026-07-29,823677,807712,Luke Keaschall,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823677_95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f.json,95e492a7191b501ce15b5fab5f5c563d939b691b0a473b769a91077e0edbc04f
2026-07-29,823837,547180,Bryce Harper,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823837_931728d031db3adcd4df4dea46697e05dfd278da1895446bd3f98e3d2505c452.json,931728d031db3adcd4df4dea46697e05dfd278da1895446bd3f98e3d2505c452
2026-07-29,823837,592663,J.T. Realmuto,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823837_931728d031db3adcd4df4dea46697e05dfd278da1895446bd3f98e3d2505c452.json,931728d031db3adcd4df4dea46697e05dfd278da1895446bd3f98e3d2505c452
2026-07-29,823837,607208,Trea Turner,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823837_931728d031db3adcd4df4dea46697e05dfd278da1895446bd3f98e3d2505c452.json,931728d031db3adcd4df4dea46697e05dfd278da1895446bd3f98e3d2505c452
2026-07-29,823837,656941,Kyle Schwarber,0,LOCAL_ROW_MISSING,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823837_931728d031db3adcd4df4dea46697e05dfd278da1895446bd3f98e3d2505c452.json,931728d031db3adcd4df4dea46697e05dfd278da1895446bd3f98e3d2505c452
2026-07-29,823837,664761,Alec Bohm,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823837_931728d031db3adcd4df4dea46697e05dfd278da1895446bd3f98e3d2505c452.json,931728d031db3adcd4df4dea46697e05dfd278da1895446bd3f98e3d2505c452
2026-07-29,823837,669016,Brandon Marsh,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823837_931728d031db3adcd4df4dea46697e05dfd278da1895446bd3f98e3d2505c452.json,931728d031db3adcd4df4dea46697e05dfd278da1895446bd3f98e3d2505c452
2026-07-29,823837,669364,Xavier Edwards,1,LOCAL_ROW_VERIFIED_EXACT,artifacts/analysis/model_development/mlb_routine_market_historical_replay_inventory_and_evaluation/2026-08-03/official_sources/game_823837_931728d031db3adcd4df4dea46697e05dfd278da1895446bd3f98e3d2505c452.json,931728d031db3adcd4df4dea46697e05dfd278da1895446bd3f98e3d2505c452
