aggregation,feature,period,games,training_mean,current_mean,standardized_mean_shift,population_stability_index,training_max,share_above_training_max,severity
PERIOD,home_starter_prior_starts,FROZEN_2025_VALIDATION,2433,18.73677711463264,42.2544184134813,1.512563770852812,0.9783918205551536,65.0,0.2379778051787916,SEVERE
PERIOD,home_starter_prior_starts,2026_SEQUENTIAL_EARLY,1281,18.73677711463264,48.70725995316159,1.9275855924694347,1.0635210759062723,65.0,0.3286494925839188,EXTREME
PERIOD,home_starter_prior_starts,2026_LATE_HOLDOUT,439,18.73677711463264,52.21412300683371,2.1531334668043662,1.140569495317303,65.0,0.357630979498861,EXTREME
PERIOD,home_starter_prior_starts,PROSPECTIVE_AUG06_15,126,18.73677711463264,51.698412698412696,2.119964973465234,1.166579141716511,65.0,0.3333333333333333,EXTREME
MONTH,home_starter_prior_starts,2023-03,20,18.73677711463264,0.0,-1.2050770689969184,16.69982015660192,65.0,0.0,
MONTH,home_starter_prior_starts,2023-04,405,18.73677711463264,2.123456790123457,-1.0685045373855366,12.618064428901077,65.0,0.0,
MONTH,home_starter_prior_starts,2023-05,415,18.73677711463264,5.932530120481927,-0.8235196663770673,9.024100139010615,65.0,0.0,
MONTH,home_starter_prior_starts,2023-06,390,18.73677711463264,9.305128205128206,-0.6066071957912826,6.949137494569305,65.0,0.0,
MONTH,home_starter_prior_starts,2023-07,367,18.73677711463264,12.896457765667575,-0.375626762276016,5.397916180054567,65.0,0.0,
MONTH,home_starter_prior_starts,2023-08,411,18.73677711463264,15.282238442822385,-0.22218257237582728,3.7401497728794912,65.0,0.0,
MONTH,home_starter_prior_starts,2023-09,407,18.73677711463264,17.756756756756758,-0.06303112073122055,2.4488705960764747,65.0,0.0,
MONTH,home_starter_prior_starts,2023-10,15,18.73677711463264,13.266666666666667,-0.3518163569644137,6.805982925757393,65.0,0.0,
MONTH,home_starter_prior_starts,2024-03,55,18.73677711463264,19.472727272727273,0.047333469038914035,3.451647865612099,65.0,0.0,
MONTH,home_starter_prior_starts,2024-04,397,18.73677711463264,19.886649874055415,0.07395537056169774,1.977534658577569,65.0,0.0,
MONTH,home_starter_prior_starts,2024-05,409,18.73677711463264,23.38875305623472,0.29919710836352786,0.4159430296995965,65.0,0.0,
MONTH,home_starter_prior_starts,2024-06,401,18.73677711463264,26.16708229426434,0.4778885041350263,0.34971135125935654,65.0,0.0,
MONTH,home_starter_prior_starts,2024-07,369,18.73677711463264,29.086720867208673,0.6656683700366379,0.4730058627396505,65.0,0.0,
MONTH,home_starter_prior_starts,2024-08,413,18.73677711463264,31.17675544794189,0.8000913143478677,0.56372920726833,65.0,0.0,
MONTH,home_starter_prior_starts,2024-09,385,18.73677711463264,33.81038961038961,0.9694764822385666,0.668636385767718,65.0,0.0,
MONTH,home_starter_prior_starts,2025-03,67,18.73677711463264,37.059701492537314,1.1784596608951263,1.0856099988878458,65.0,0.029850746268656716,
MONTH,home_starter_prior_starts,2025-04,391,18.73677711463264,34.99744245524297,1.0458231321596558,0.7739060636564981,65.0,0.0741687979539642,
MONTH,home_starter_prior_starts,2025-05,411,18.73677711463264,38.97810218978102,1.301843777344409,0.8872051465496351,65.0,0.18248175182481752,
MONTH,home_starter_prior_starts,2025-06,397,18.73677711463264,41.79093198992443,1.482754115894405,0.9908187593526191,65.0,0.23425692695214106,
MONTH,home_starter_prior_starts,2025-07,369,18.73677711463264,43.77506775067751,1.6103660575016407,1.017646513893761,65.0,0.2682926829268293,
MONTH,home_starter_prior_starts,2025-08,421,18.73677711463264,46.90498812351544,1.811670435838279,1.264491825347146,65.0,0.34441805225653205,
MONTH,home_starter_prior_starts,2025-09,377,18.73677711463264,48.08222811671087,1.887385961076501,1.216747119112362,65.0,0.36074270557029176,
MONTH,home_starter_prior_starts,2026-03,76,18.73677711463264,47.723684210526315,1.8643258031353487,2.320389383674372,65.0,0.34210526315789475,
MONTH,home_starter_prior_starts,2026-04,392,18.73677711463264,49.42602040816327,1.9738134862595507,1.2327006049522682,65.0,0.35714285714285715,
MONTH,home_starter_prior_starts,2026-05,419,18.73677711463264,47.933174224343674,1.8777993909509392,1.0708421255590286,65.0,0.3054892601431981,
MONTH,home_starter_prior_starts,2026-06,394,18.73677711463264,49.005076142131976,1.946739978408305,1.0277385289898648,65.0,0.3223350253807107,
MONTH,home_starter_prior_starts,2026-07,371,18.73677711463264,51.43396226415094,2.1029565438796447,1.0808289679119711,65.0,0.3504043126684636,
MONTH,home_starter_prior_starts,2026-08,68,18.73677711463264,56.470588235294116,2.4268928551142444,1.6519863746988026,65.0,0.39705882352941174,
PERIOD,away_starter_prior_starts,FROZEN_2025_VALIDATION,2433,18.666803869108872,41.61734484175914,1.483196443201979,0.9554078036451135,66.0,0.2120838471023428,SEVERE
PERIOD,away_starter_prior_starts,2026_SEQUENTIAL_EARLY,1281,18.666803869108872,48.59328649492584,1.9340220625323183,1.0805217496969326,66.0,0.3286494925839188,EXTREME
PERIOD,away_starter_prior_starts,2026_LATE_HOLDOUT,439,18.666803869108872,53.14123006833713,2.2279364299542195,1.1903886136438437,66.0,0.3553530751708428,EXTREME
PERIOD,away_starter_prior_starts,PROSPECTIVE_AUG06_15,126,18.666803869108872,55.333333333333336,2.369602797193595,1.4603930866719983,66.0,0.38095238095238093,EXTREME
MONTH,away_starter_prior_starts,2023-03,20,18.666803869108872,0.0,-1.2063566230358034,16.59480476740106,66.0,0.0,
MONTH,away_starter_prior_starts,2023-04,405,18.666803869108872,2.1185185185185187,-1.0694457268931516,12.622602366112377,66.0,0.0,
MONTH,away_starter_prior_starts,2023-05,415,18.666803869108872,6.0120481927710845,-0.8178233633403896,9.032800573057404,66.0,0.0,
MONTH,away_starter_prior_starts,2023-06,390,18.666803869108872,9.425641025641026,-0.5972172889874591,7.15337274670612,66.0,0.0,
MONTH,away_starter_prior_starts,2023-07,367,18.666803869108872,12.782016348773842,-0.38030894041067076,5.65222202983035,66.0,0.0,
MONTH,away_starter_prior_starts,2023-08,411,18.666803869108872,15.326034063260341,-0.21589982996461432,3.7190468216069736,66.0,0.0,
MONTH,away_starter_prior_starts,2023-09,407,18.666803869108872,17.565110565110565,-0.07119778099945291,2.3851751648912263,66.0,0.0,
MONTH,away_starter_prior_starts,2023-10,15,18.666803869108872,17.533333333333335,-0.07325140915588543,5.3799851484488475,66.0,0.0,
MONTH,away_starter_prior_starts,2024-03,55,18.666803869108872,21.672727272727272,0.19426012249982952,5.084595605757377,66.0,0.0,
MONTH,away_starter_prior_starts,2024-04,397,18.666803869108872,19.4911838790932,0.05327619510636618,1.8896654320975432,66.0,0.0,
MONTH,away_starter_prior_starts,2024-05,409,18.666803869108872,23.894865525672373,0.33786752404207887,0.42199622126842706,66.0,0.0,
MONTH,away_starter_prior_starts,2024-06,401,18.666803869108872,26.144638403990026,0.4832608346010539,0.35597093892343423,66.0,0.0,
MONTH,away_starter_prior_starts,2024-07,369,18.666803869108872,28.834688346883468,0.6571073906404038,0.4609958054368214,66.0,0.0,
MONTH,away_starter_prior_starts,2024-08,413,18.666803869108872,30.946731234866828,0.7935997941562941,0.5486948896477413,66.0,0.0,
MONTH,away_starter_prior_starts,2024-09,385,18.666803869108872,32.89090909090909,0.9192437902812771,0.6036799849010155,66.0,0.0,
MONTH,away_starter_prior_starts,2025-03,67,18.666803869108872,34.0,0.9909196472256342,0.8151886268140245,66.0,0.0,
MONTH,away_starter_prior_starts,2025-04,391,18.666803869108872,37.02046035805627,1.1861192316380578,0.9461829978849494,66.0,0.08184143222506395,
MONTH,away_starter_prior_starts,2025-05,411,18.666803869108872,37.76642335766423,1.234327666859576,0.8160404164987776,66.0,0.13381995133819952,
MONTH,away_starter_prior_starts,2025-06,397,18.666803869108872,40.04534005037783,1.3816044189419956,0.8564307685548649,66.0,0.21158690176322417,
MONTH,away_starter_prior_starts,2025-07,369,18.666803869108872,44.86991869918699,1.6933965418548884,1.2331562623965917,66.0,0.24661246612466126,
MONTH,away_starter_prior_starts,2025-08,421,18.666803869108872,46.304038004750595,1.7860776100560272,1.2117159744668566,66.0,0.31116389548693585,
MONTH,away_starter_prior_starts,2025-09,377,18.666803869108872,45.175066312997345,1.7131169421711352,1.0432435765237236,66.0,0.32625994694960214,
MONTH,away_starter_prior_starts,2026-03,76,18.666803869108872,51.75,2.1380271118474137,2.558244716871627,66.0,0.39473684210526316,
MONTH,away_starter_prior_starts,2026-04,392,18.666803869108872,48.798469387755105,1.9472821655169459,1.2240235026546673,66.0,0.3392857142857143,
MONTH,away_starter_prior_starts,2026-05,419,18.666803869108872,47.86396181384248,1.8868888915011282,1.011905872753098,66.0,0.3198090692124105,
MONTH,away_starter_prior_starts,2026-06,394,18.666803869108872,48.555837563451774,1.931601896400712,1.0323452948322847,66.0,0.3147208121827411,
MONTH,away_starter_prior_starts,2026-07,371,18.666803869108872,53.40700808625337,2.2451125397167035,1.2079192011725395,66.0,0.3557951482479784,
MONTH,away_starter_prior_starts,2026-08,68,18.666803869108872,51.69117647058823,2.134225595808899,2.7159965008680205,66.0,0.35294117647058826,
