row_type,feature,pitcher_id,appearances,pitchers,count_vs_date_pearson,count_vs_date_spearman,within_pitcher_declines,same_count_successors,season_resets,mechanical_career_growth,first_date,last_date,first_count,last_count,estimated_count_increase_per_month
PITCHER,home_starter_prior_starts,686752,32,,0.9614149590880309,,0,,,YES,2023-08-30,2025-09-16,0,58,2.360127005347594
PITCHER,home_starter_prior_starts,686799,20,,0.9629202799828738,,0,,,YES,2024-07-11,2026-05-20,0,43,1.9304019174041296
PITCHER,home_starter_prior_starts,686973,10,,0.8964869622739758,,0,,,YES,2023-05-09,2025-09-25,2,17,0.5247844827586207
PITCHER,home_starter_prior_starts,687064,17,,0.9315569134745705,,0,,,YES,2025-04-19,2026-07-31,0,29,1.8860844017094016
PITCHER,home_starter_prior_starts,687075,11,,0.8384408669072155,,0,,,YES,2025-09-13,2026-08-03,1,22,1.972800925925926
PITCHER,home_starter_prior_starts,687473,17,,0.9086761499490654,,0,,,YES,2025-04-12,2026-07-29,0,24,1.5443974630021142
PITCHER,home_starter_prior_starts,687765,15,,0.9066588608510611,,0,,,YES,2024-05-22,2025-07-09,1,30,2.1372578692493946
PITCHER,home_starter_prior_starts,687792,12,,0.9976015293417326,,0,,,YES,2024-06-04,2024-09-25,0,18,4.8484513274336285
PITCHER,home_starter_prior_starts,688107,11,,0.8896722712605521,,0,,,YES,2024-05-10,2026-07-25,0,17,0.6419820099255583
PITCHER,home_starter_prior_starts,689017,11,,0.9642628638013065,,0,,,YES,2024-04-17,2025-06-05,0,18,1.3233695652173911
PITCHER,home_starter_prior_starts,690986,28,,0.9649473656177929,,0,,,YES,2023-08-28,2026-08-05,1,54,1.5034366262814538
PITCHER,home_starter_prior_starts,690990,12,,0.8398108279473017,,0,,,YES,2025-05-16,2026-03-28,0,22,2.1190664556962027
PITCHER,home_starter_prior_starts,690997,16,,0.9054154769945273,,0,,,YES,2025-08-16,2026-07-30,0,29,2.536458333333333
PITCHER,home_starter_prior_starts,691587,26,,0.9506491883892374,,0,,,YES,2023-05-12,2026-07-25,0,56,1.4568376068376068
PITCHER,home_starter_prior_starts,693433,41,,0.9858143773152059,,0,,,YES,2023-06-16,2026-08-05,2,91,2.363819808027923
PITCHER,home_starter_prior_starts,693645,18,,0.959241410717473,,0,,,YES,2025-07-09,2026-08-03,0,37,2.8876602564102565
PITCHER,home_starter_prior_starts,693821,50,,0.980503155173941,,0,,,YES,2023-04-10,2026-08-05,1,90,2.233254328112119
PITCHER,home_starter_prior_starts,694297,48,,0.9839078463103612,,0,,,YES,2023-05-09,2026-08-03,1,92,2.343326988155668
PITCHER,home_starter_prior_starts,694477,16,,0.919720929469174,,0,,,YES,2025-04-01,2026-05-27,0,28,2.0243467933491686
PITCHER,home_starter_prior_starts,694738,21,,0.9653715500396758,,0,,,YES,2024-09-10,2026-07-28,0,46,2.0409985422740524
PITCHER,home_starter_prior_starts,694813,15,,0.8102927067763892,,0,,,YES,2023-05-03,2024-08-25,0,27,1.712109375
PITCHER,home_starter_prior_starts,694819,19,,0.944508113462224,,0,,,YES,2025-06-12,2026-07-26,0,33,2.4558374083129584
PITCHER,home_starter_prior_starts,694973,40,,0.986781147072099,,0,,,YES,2024-05-11,2026-07-25,0,76,2.8736024844720496
PITCHER,home_starter_prior_starts,695076,10,,0.8534674182948321,,0,,,YES,2024-08-30,2026-08-05,0,22,0.9498226950354609
PITCHER,home_starter_prior_starts,695418,11,,0.939870452501467,,0,,,YES,2025-04-08,2025-09-28,0,18,3.166907514450867
PITCHER,home_starter_prior_starts,695505,15,,0.8791434216990739,,0,,,YES,2025-06-24,2026-08-02,0,28,2.1095297029702973
PITCHER,home_starter_prior_starts,696149,11,,0.8787776755002873,,0,,,YES,2025-09-07,2026-07-28,0,23,2.1606867283950617
PITCHER,home_starter_prior_starts,700241,20,,0.9346603671658131,,0,,,YES,2024-07-31,2026-07-28,0,39,1.6328232462173315
PITCHER,home_starter_prior_starts,700249,24,,0.9628127395828787,,0,,,YES,2024-06-12,2026-08-04,1,39,1.4771711366538953
PITCHER,home_starter_prior_starts,700712,11,,0.9980633418988969,,0,,,YES,2026-04-19,2026-08-02,0,17,4.9279761904761905
PITCHER,home_starter_prior_starts,701542,29,,0.9595042159671437,,0,,,YES,2024-08-07,2026-08-05,1,59,2.424965659340659
PITCHER,home_starter_prior_starts,701581,12,,0.9145262809372194,,0,,,YES,2024-07-03,2025-07-09,1,21,1.6408355795148248
PITCHER,home_starter_prior_starts,702070,24,,0.9661408788284657,,0,,,YES,2025-05-17,2026-08-05,1,44,2.941151685393258
PITCHER,home_starter_prior_starts,800048,15,,0.8793482769429294,,0,,,YES,2025-08-26,2026-08-01,1,28,2.417095588235294
PITCHER,home_starter_prior_starts,801139,10,,0.8014697007949256,,0,,,YES,2025-08-29,2026-07-20,0,18,1.685769230769231
PITCHER,home_starter_prior_starts,801403,11,,0.987698984584076,,0,,,YES,2025-04-06,2025-09-01,0,19,3.9075168918918917
PITCHER,home_starter_prior_starts,805673,18,,0.9681784498829901,,0,,,YES,2024-08-13,2026-07-24,0,37,1.5861795774647889
PITCHER,home_starter_prior_starts,806185,11,,0.9018674043746538,,0,,,YES,2024-06-26,2025-06-26,0,22,1.8345890410958905
PITCHER,home_starter_prior_starts,808963,13,,0.8722954535685565,,0,,,YES,2025-03-29,2026-07-30,1,26,1.559298155737705
PITCHER,home_starter_prior_starts,808967,33,,0.9833393147988028,,0,,,YES,2024-03-21,2026-08-01,0,67,2.363050405561993
PITCHER,home_starter_prior_starts,813349,11,,0.8671866317938135,,0,,,YES,2025-09-16,2026-06-30,1,20,2.015026132404181
GLOBAL,away_starter_prior_starts,ALL,9012,639,0.565077348986463,0.5510631568971608,0,0,0,YES,,,,,
PITCHER,away_starter_prior_starts,425794,10,,0.9968094883451247,,0,,,YES,2023-05-12,2023-09-12,1,19,4.454268292682927
PITCHER,away_starter_prior_starts,425844,12,,0.9871551410805212,,0,,,YES,2023-04-10,2023-09-26,2,25,4.142381656804734
PITCHER,away_starter_prior_starts,434378,37,,0.9780719011237176,,0,,,YES,2023-05-04,2026-03-30,0,73,2.0941918001885016
PITCHER,away_starter_prior_starts,448179,11,,0.6430234327121839,,0,,,YES,2023-04-01,2025-07-22,0,27,0.9748665480427047
PITCHER,away_starter_prior_starts,450203,42,,0.9844448298377648,,0,,,YES,2023-04-03,2025-09-13,0,84,2.8598993288590604
PITCHER,away_starter_prior_starts,453286,29,,0.9645009045736975,,0,,,YES,2023-03-30,2026-07-27,0,59,1.4780349794238683
PITCHER,away_starter_prior_starts,458681,26,,0.9665909841274096,,0,,,YES,2023-03-31,2024-07-23,0,51,3.2339843750000004
PITCHER,away_starter_prior_starts,471911,26,,0.9739578424224641,,0,,,YES,2023-04-03,2025-08-13,0,49,1.7282010428736965
PITCHER,away_starter_prior_starts,477132,30,,0.9588538191523566,,0,,,YES,2023-04-07,2025-09-28,1,52,1.7152624309392266
PITCHER,away_starter_prior_starts,489119,14,,0.8035831828472135,,0,,,YES,2023-04-10,2025-06-15,1,26,0.9547521957340025
PITCHER,away_starter_prior_starts,500779,40,,0.9823759485440915,,0,,,YES,2023-07-26,2026-05-24,1,76,2.209886253630203
PITCHER,away_starter_prior_starts,502043,35,,0.968983138889954,,0,,,YES,2023-03-30,2025-05-10,0,65,2.5627428756476687
PITCHER,away_starter_prior_starts,502171,17,,0.7703275627739496,,0,,,YES,2023-04-01,2024-08-09,0,28,1.7182459677419355
PITCHER,away_starter_prior_starts,506433,23,,0.9685028289430645,,0,,,YES,2023-04-10,2025-09-20,1,53,1.770413870246085
PITCHER,away_starter_prior_starts,518876,48,,0.9836276785984773,,0,,,YES,2023-03-31,2026-08-02,0,94,2.3451844262295083
PITCHER,away_starter_prior_starts,519242,47,,0.9911015761043586,,0,,,YES,2023-04-06,2026-07-29,1,88,2.1884814049586776
PITCHER,away_starter_prior_starts,527048,35,,0.9800019562170351,,0,,,YES,2023-04-08,2026-07-27,1,71,1.7666873963515755
PITCHER,away_starter_prior_starts,542881,41,,0.9848022299639079,,0,,,YES,2023-04-02,2025-08-29,0,81,2.801633522727273
PITCHER,away_starter_prior_starts,543037,30,,0.9193631903658814,,0,,,YES,2023-04-11,2026-08-02,2,62,1.510545905707196
PITCHER,away_starter_prior_starts,543101,10,,0.7215436115787054,,0,,,YES,2023-04-03,2025-08-12,0,21,0.7415168213457077
PITCHER,away_starter_prior_starts,543135,50,,0.9906142129879785,,0,,,YES,2023-04-07,2026-07-31,1,96,2.387747729149463
PITCHER,away_starter_prior_starts,543243,49,,0.9924204976140332,,0,,,YES,2023-04-01,2026-07-30,0,111,2.7784231085526314
PITCHER,away_starter_prior_starts,543294,39,,0.9805353885096237,,0,,,YES,2023-06-05,2025-09-20,2,77,2.7241199284009547
PITCHER,away_starter_prior_starts,543475,16,,0.9983475532548587,,0,,,YES,2023-04-11,2023-09-23,2,29,4.980681818181818
PITCHER,away_starter_prior_starts,544150,13,,0.7541317254819255,,0,,,YES,2024-04-22,2025-09-14,1,24,1.3726715686274509
PITCHER,away_starter_prior_starts,547179,53,,0.9891770910043899,,0,,,YES,2023-04-21,2026-07-28,1,96,2.421744137353434
PITCHER,away_starter_prior_starts,548389,14,,0.9610043368668392,,0,,,YES,2023-04-02,2024-07-31,0,23,1.4404578189300412
PITCHER,away_starter_prior_starts,554430,56,,0.9851811278741193,,0,,,YES,2023-04-01,2026-08-02,0,105,2.6217698933552094
PITCHER,away_starter_prior_starts,570632,12,,0.9658630349288112,,0,,,YES,2023-04-01,2025-08-03,0,21,0.7475877192982455
PITCHER,away_starter_prior_starts,571510,34,,0.9470296515877179,,0,,,YES,2023-04-03,2026-07-29,0,66,1.656121187139324
PITCHER,away_starter_prior_starts,571578,57,,0.9890337664628497,,0,,,YES,2023-04-10,2026-06-20,2,107,2.7385925449871467
PITCHER,away_starter_prior_starts,571760,41,,0.982961230360498,,0,,,YES,2023-04-16,2025-08-11,2,81,2.8355689858490565
PITCHER,away_starter_prior_starts,571927,20,,0.9233549403143667,,0,,,YES,2023-04-10,2026-05-27,1,34,0.8787729658792651
PITCHER,away_starter_prior_starts,571945,55,,0.9865216884432554,,0,,,YES,2023-04-11,2026-08-01,2,107,2.6456436258278146
PITCHER,away_starter_prior_starts,572020,23,,0.9560506348217486,,0,,,YES,2023-05-19,2024-08-05,1,38,2.5364583333333335
PITCHER,away_starter_prior_starts,573186,28,,0.9704691174125339,,0,,,YES,2023-04-18,2025-07-20,3,60,2.1055066747572817
PITCHER,away_starter_prior_starts,579328,53,,0.9879589571631885,,0,,,YES,2023-04-04,2026-04-29,0,103,2.796665923282783
PITCHER,away_starter_prior_starts,592332,56,,0.9920765630568692,,0,,,YES,2023-04-01,2026-07-26,0,115,2.8880466171617165
PITCHER,away_starter_prior_starts,592351,22,,0.9651194579761684,,0,,,YES,2023-04-09,2024-08-24,1,46,2.7230367793240555
PITCHER,away_starter_prior_starts,592662,29,,0.9649321341310102,,0,,,YES,2024-07-24,2026-07-30,1,60,2.4399626358695654
PITCHER,away_starter_prior_starts,592767,13,,0.9677540335796105,,0,,,YES,2023-04-03,2023-10-01,0,22,3.699585635359116
PITCHER,away_starter_prior_starts,592791,48,,0.988723128787185,,0,,,YES,2023-04-15,2026-08-05,2,95,2.343284354304636
PITCHER,away_starter_prior_starts,592836,34,,0.9767691885813153,,0,,,YES,2023-04-03,2026-04-05,0,68,1.8850182149362478
PITCHER,away_starter_prior_starts,592866,31,,0.948998860386841,,0,,,YES,2023-04-08,2025-06-24,1,58,2.147199876237624
PITCHER,away_starter_prior_starts,593334,11,,0.7908510090622485,,0,,,YES,2023-04-10,2024-09-04,1,20,1.1273148148148149
PITCHER,away_starter_prior_starts,593423,19,,0.883086845013221,,0,,,YES,2024-04-03,2025-07-28,1,35,2.1515072765072762
PITCHER,away_starter_prior_starts,593958,46,,0.9768857056378814,,0,,,YES,2023-03-30,2026-07-29,0,86,2.150883319638455
PITCHER,away_starter_prior_starts,594798,29,,0.9098852221094506,,0,,,YES,2023-04-17,2026-08-01,3,59,1.4180532445923462
PITCHER,away_starter_prior_starts,594902,25,,0.9400879242520498,,0,,,YES,2023-05-30,2025-05-06,2,48,1.9803748231966054
PITCHER,away_starter_prior_starts,596133,14,,0.9911709480392471,,0,,,YES,2023-04-20,2023-09-28,0,24,4.537267080745341
PITCHER,away_starter_prior_starts,596295,34,,0.9706753138949509,,0,,,YES,2023-04-02,2025-08-13,0,67,2.3603153935185186
PITCHER,away_starter_prior_starts,601713,38,,0.9763241847184517,,0,,,YES,2023-04-10,2026-04-07,1,76,2.0885750228728273
PITCHER,away_starter_prior_starts,605135,50,,0.9886438477027136,,0,,,YES,2023-04-02,2026-06-03,0,104,2.7335924006908465
PITCHER,away_starter_prior_starts,605182,14,,0.8947948438093313,,0,,,YES,2023-04-02,2024-05-17,0,26,1.9254866180048662
PITCHER,away_starter_prior_starts,605280,21,,0.9159639735474118,,0,,,YES,2025-03-27,2026-05-09,0,38,2.8348651960784315
PITCHER,away_starter_prior_starts,605288,35,,0.973538464154107,,0,,,YES,2023-05-07,2026-06-16,0,62,1.6612015845070423
PITCHER,away_starter_prior_starts,605397,14,,0.9588458692814251,,0,,,YES,2023-04-22,2024-09-26,0,35,2.0369263862332696
PITCHER,away_starter_prior_starts,605400,54,,0.9832040469862787,,0,,,YES,2023-03-30,2026-07-28,0,103,2.5781763980263155
PITCHER,away_starter_prior_starts,605483,29,,0.9510183855157254,,0,,,YES,2023-04-06,2025-09-24,1,62,2.0584118625277164
PITCHER,away_starter_prior_starts,605488,29,,0.9668892625592974,,0,,,YES,2024-08-06,2026-07-26,4,60,2.370653685674548
PITCHER,away_starter_prior_starts,605540,16,,0.9323079858626987,,0,,,YES,2023-04-01,2026-07-04,0,31,0.7929096638655463
PITCHER,away_starter_prior_starts,607067,41,,0.9907671352215202,,0,,,YES,2023-04-13,2026-07-28,0,93,2.354981281198003
PITCHER,away_starter_prior_starts,607074,49,,0.9815960757974116,,0,,,YES,2023-07-14,2026-06-28,1,87,2.423726851851852
PITCHER,away_starter_prior_starts,607192,31,,0.9830114887673362,,0,,,YES,2023-06-03,2026-05-06,1,67,1.8809691011235956
PITCHER,away_starter_prior_starts,607200,40,,0.9680443176321037,,0,,,YES,2024-04-05,2026-07-31,1,66,2.3358175914994095
PITCHER,away_starter_prior_starts,607259,36,,0.9699269224507258,,0,,,YES,2023-04-07,2026-08-05,1,72,1.7771895559210524
PITCHER,away_starter_prior_starts,607536,50,,0.9890980410739793,,0,,,YES,2023-03-31,2026-07-26,0,99,2.484181780708986
PITCHER,away_starter_prior_starts,607625,53,,0.9921817468319638,,0,,,YES,2023-04-09,2026-08-02,1,107,2.6642237819983485
PITCHER,away_starter_prior_starts,608331,52,,0.9870390235522598,,0,,,YES,2023-03-30,2026-08-01,0,88,2.1954918032786885
PITCHER,away_starter_prior_starts,608337,35,,0.9383077219738385,,0,,,YES,2023-04-01,2026-06-04,0,62,1.6268318965517239
PITCHER,away_starter_prior_starts,608344,13,,0.9575485122214684,,0,,,YES,2023-04-02,2024-08-27,0,27,1.6019736842105263
PITCHER,away_starter_prior_starts,608372,25,,0.9609012529750566,,0,,,YES,2025-03-30,2026-07-24,0,47,2.9741424116424113
PITCHER,away_starter_prior_starts,608379,52,,0.992111220744787,,0,,,YES,2023-04-08,2026-07-31,1,105,2.616115702479339
PITCHER,away_starter_prior_starts,608566,24,,0.8510980716359344,,0,,,YES,2023-03-30,2026-07-24,0,40,1.0045379537953796
PITCHER,away_starter_prior_starts,615698,45,,0.9785700364780908,,0,,,YES,2023-04-02,2026-07-28,0,79,1.9823268755152514
PITCHER,away_starter_prior_starts,621107,38,,0.9767599349135991,,0,,,YES,2023-04-28,2025-07-23,3,71,2.533353733170135
PITCHER,away_starter_prior_starts,621111,28,,0.9840016539310407,,0,,,YES,2024-05-12,2026-07-26,1,60,2.2308229813664595
PITCHER,away_starter_prior_starts,621112,22,,0.9037099756828494,,0,,,YES,2023-06-04,2026-07-09,1,39,1.0226569407603892
PITCHER,away_starter_prior_starts,621121,10,,0.8961651797528996,,0,,,YES,2025-05-04,2026-04-30,0,18,1.5176592797783932
PITCHER,away_starter_prior_starts,621244,50,,0.9882318681676491,,0,,,YES,2023-04-03,2025-09-16,0,93,3.155727424749164
PITCHER,away_starter_prior_starts,621389,11,,0.9381158493144374,,0,,,YES,2023-07-23,2024-09-07,0,24,1.7730582524271845
PITCHER,away_starter_prior_starts,622072,11,,0.9424047481799724,,0,,,YES,2023-04-06,2024-05-12,0,20,1.5143034825870647
PITCHER,away_starter_prior_starts,622491,55,,0.9915617913921647,,0,,,YES,2023-04-10,2026-07-28,2,111,2.7532676348547716
PITCHER,away_starter_prior_starts,622608,14,,0.7447295739754902,,0,,,YES,2023-05-05,2025-08-22,0,27,0.9783482142857143
PITCHER,away_starter_prior_starts,622663,46,,0.9878927285681203,,0,,,YES,2023-05-21,2026-05-21,0,88,2.4438868613138687
PITCHER,away_starter_prior_starts,623167,20,,0.9403327608383624,,0,,,YES,2023-04-11,2025-07-11,1,46,1.666286496350365
PITCHER,away_starter_prior_starts,624133,47,,0.9904572739885793,,0,,,YES,2023-05-13,2026-07-31,0,93,2.409095744680851
PITCHER,away_starter_prior_starts,625643,18,,0.8958148631332896,,0,,,YES,2024-04-02,2026-07-26,0,36,1.2967455621301776
PITCHER,away_starter_prior_starts,628317,20,,0.9608305853576499,,0,,,YES,2023-04-04,2024-07-04,0,34,2.2644967177242887
PITCHER,away_starter_prior_starts,628711,10,,0.9759311564223382,,0,,,YES,2023-04-10,2023-08-26,2,19,3.749547101449276
PITCHER,away_starter_prior_starts,640455,31,,0.9579355712416063,,0,,,YES,2023-04-14,2026-08-04,1,63,1.5621895695364238
PITCHER,away_starter_prior_starts,641154,41,,0.9794999366140336,,0,,,YES,2023-03-30,2025-09-05,0,75,2.564957865168539
PITCHER,away_starter_prior_starts,641302,11,,0.9639439584471241,,0,,,YES,2023-06-06,2026-06-29,0,17,0.46241063449508485
PITCHER,away_starter_prior_starts,641482,24,,0.9301540320980879,,0,,,YES,2023-04-09,2025-08-29,1,48,1.6386741122565864
PITCHER,away_starter_prior_starts,641540,24,,0.9328479556466829,,0,,,YES,2023-05-05,2024-08-14,0,38,2.476713062098501
PITCHER,away_starter_prior_starts,641585,13,,0.8942322436154574,,0,,,YES,2023-05-06,2024-04-23,0,27,2.3280807365439093
PITCHER,away_starter_prior_starts,641712,14,,0.9190664173970767,,0,,,YES,2023-08-09,2024-06-28,2,27,2.348572530864198
PITCHER,away_starter_prior_starts,641743,11,,0.9973657310540566,,0,,,YES,2026-03-29,2026-08-02,0,20,4.8313492063492065
PITCHER,away_starter_prior_starts,641778,22,,0.9099995980993952,,0,,,YES,2023-04-02,2026-08-05,0,38,0.9472768222768223
PITCHER,away_starter_prior_starts,641793,45,,0.9865673898686557,,0,,,YES,2023-06-29,2026-07-18,0,87,2.374943946188341
PITCHER,away_starter_prior_starts,641816,18,,0.9362356266795481,,0,,,YES,2023-04-03,2026-08-01,0,41,1.0262643914473684
PITCHER,away_starter_prior_starts,641927,47,,0.9903267186887684,,0,,,YES,2023-05-05,2026-07-22,2,98,2.4889267461669506
PITCHER,away_starter_prior_starts,642547,55,,0.9908604248568019,,0,,,YES,2023-04-15,2026-08-04,2,117,2.900010356255178
PITCHER,away_starter_prior_starts,645261,42,,0.9588940572561803,,0,,,YES,2023-04-10,2026-08-02,2,82,2.012396694214876
PITCHER,away_starter_prior_starts,647336,24,,0.9636050283238073,,0,,,YES,2023-05-29,2026-06-13,0,45,1.2328420342034203
PITCHER,away_starter_prior_starts,650633,38,,0.9806410221728813,,0,,,YES,2023-08-12,2026-08-03,0,76,2.1281048758049677
PITCHER,away_starter_prior_starts,650644,43,,0.9848200544577336,,0,,,YES,2023-04-01,2026-06-28,0,85,2.1851245777027026
PITCHER,away_starter_prior_starts,650911,46,,0.9906824183185949,,0,,,YES,2023-06-17,2026-08-01,1,103,2.720968448729185
PITCHER,away_starter_prior_starts,656288,38,,0.9769732573695594,,0,,,YES,2023-04-19,2026-07-18,1,79,2.00179173693086
PITCHER,away_starter_prior_starts,656302,60,,0.9906824766812115,,0,,,YES,2023-03-30,2026-07-25,0,116,2.9107584501236605
PITCHER,away_starter_prior_starts,656427,56,,0.9912467457376148,,0,,,YES,2023-04-07,2026-07-20,1,104,2.612552083333333
PITCHER,away_starter_prior_starts,656492,12,,0.9990532395048515,,0,,,YES,2026-03-30,2026-07-31,0,21,5.196646341463414
PITCHER,away_starter_prior_starts,656550,23,,0.966024868695903,,0,,,YES,2024-07-29,2026-07-24,0,46,1.9312068965517242
PITCHER,away_starter_prior_starts,656557,31,,0.9716062313886278,,0,,,YES,2023-04-08,2025-05-12,1,59,2.3076797385620917
PITCHER,away_starter_prior_starts,656605,59,,0.9916390872776786,,0,,,YES,2023-03-30,2026-08-02,0,116,2.891687141687142
PITCHER,away_starter_prior_starts,656629,13,,0.9972178885290097,,0,,,YES,2023-04-09,2023-09-20,1,26,4.639862804878049
PITCHER,away_starter_prior_starts,656731,26,,0.980322936460167,,0,,,YES,2023-04-01,2025-06-08,0,52,1.9809136420525657
PITCHER,away_starter_prior_starts,656756,25,,0.9635762212433332,,0,,,YES,2023-04-08,2024-09-22,1,52,2.912406191369606
PITCHER,away_starter_prior_starts,656849,45,,0.9868395633364405,,0,,,YES,2023-03-31,2026-07-27,0,84,2.1060543657331134
PITCHER,away_starter_prior_starts,656876,30,,0.9257825685795836,,0,,,YES,2023-04-03,2026-07-21,0,61,1.5408195020746887
PITCHER,away_starter_prior_starts,657006,26,,0.9654975046149337,,0,,,YES,2023-04-14,2025-04-01,2,56,2.289171309192201
PITCHER,away_starter_prior_starts,657277,60,,0.9911472582028944,,0,,,YES,2023-03-30,2026-08-03,0,119,2.964044599018003
PITCHER,away_starter_prior_starts,657376,29,,0.9573154372151533,,0,,,YES,2023-04-07,2025-07-03,1,61,2.2325794621026898
PITCHER,away_starter_prior_starts,657746,53,,0.9884326650318187,,0,,,YES,2023-04-02,2026-08-04,0,104,2.594672131147541
PITCHER,away_starter_prior_starts,660271,23,,0.9622413611707501,,0,,,YES,2023-03-30,2026-06-24,0,49,1.2617914551607445
PITCHER,away_starter_prior_starts,661563,22,,0.9199995883758102,,0,,,YES,2024-04-01,2026-04-26,0,43,1.7335264900662253
PITCHER,away_starter_prior_starts,663362,20,,0.8261789338464371,,0,,,YES,2023-09-10,2026-04-23,2,34,1.0188284518828452
PITCHER,away_starter_prior_starts,663372,30,,0.9620523291736747,,0,,,YES,2023-04-03,2026-07-25,0,60,1.510545905707196
PITCHER,away_starter_prior_starts,663436,30,,0.9771422265793971,,0,,,YES,2024-08-02,2026-08-04,0,56,2.328551912568306
PITCHER,away_starter_prior_starts,663460,15,,0.8185602474156175,,0,,,YES,2023-04-09,2026-05-14,1,31,0.8073607427055703
PITCHER,away_starter_prior_starts,663554,33,,0.9807820095292963,,0,,,YES,2024-04-04,2026-08-05,0,64,2.283704572098476
PITCHER,away_starter_prior_starts,663556,22,,0.8836709452489322,,0,,,YES,2023-04-05,2026-07-19,1,38,0.9377081598667777
PITCHER,away_starter_prior_starts,663559,33,,0.9741060841147885,,0,,,YES,2023-04-02,2025-08-04,0,64,2.278362573099415
PITCHER,away_starter_prior_starts,663567,15,,0.9065826061692468,,0,,,YES,2023-07-21,2026-07-28,1,31,0.8278558476881233
PITCHER,away_starter_prior_starts,663568,16,,0.9109087368596922,,0,,,YES,2025-05-04,2026-06-03,0,24,1.849367088607595
PITCHER,away_starter_prior_starts,663623,53,,0.9865997274387585,,0,,,YES,2023-05-08,2026-08-05,1,102,2.5942510548523208
PITCHER,away_starter_prior_starts,663776,26,,0.8255766420509699,,0,,,YES,2023-04-01,2026-07-29,0,47,1.1774176954732511
PITCHER,away_starter_prior_starts,663855,15,,0.8367716736629907,,0,,,YES,2024-03-30,2026-08-01,0,29,1.0335919203747073
PITCHER,away_starter_prior_starts,663903,55,,0.991139110965456,,0,,,YES,2023-04-08,2026-07-22,1,112,2.8131244796003334
PITCHER,away_starter_prior_starts,663947,10,,0.9358671042748914,,0,,,YES,2023-06-08,2026-07-31,0,18,0.4768276762402089
PITCHER,away_starter_prior_starts,663969,10,,0.8963667090676392,,0,,,YES,2024-07-21,2026-08-01,1,19,0.7393724696356275
PITCHER,away_starter_prior_starts,663978,28,,0.9524149688203228,,0,,,YES,2024-04-03,2026-05-16,0,51,2.0081662354463132
PITCHER,away_starter_prior_starts,664062,12,,0.84280099794274,,0,,,YES,2023-04-26,2025-05-24,0,24,0.9624505928853755
PITCHER,away_starter_prior_starts,664285,56,,0.9915131180302287,,0,,,YES,2023-04-10,2026-08-01,2,111,2.7441583953680726
PITCHER,away_starter_prior_starts,664299,26,,0.9081728113231751,,0,,,YES,2023-04-11,2026-07-12,2,49,1.2041771885521886
PITCHER,away_starter_prior_starts,665152,48,,0.9844983975975212,,0,,,YES,2023-04-01,2026-08-05,0,92,2.291530278232406
PITCHER,away_starter_prior_starts,665622,14,,0.8116743567462245,,0,,,YES,2023-04-26,2026-05-24,0,25,0.6769906583629894
PITCHER,away_starter_prior_starts,665795,39,,0.9889585741041961,,0,,,YES,2023-04-07,2026-06-23,1,79,2.0239769820971865
PITCHER,away_starter_prior_starts,665871,30,,0.9475680699627848,,0,,,YES,2023-08-11,2026-07-30,2,54,1.4601014760147601
PITCHER,away_starter_prior_starts,666129,19,,0.7448331214920844,,0,,,YES,2023-04-09,2026-05-14,0,37,0.9957449160035368
PITCHER,away_starter_prior_starts,666142,32,,0.9596379713655945,,0,,,YES,2023-08-07,2026-05-01,2,63,1.8604083166332668
PITCHER,away_starter_prior_starts,666157,31,,0.9607358305298903,,0,,,YES,2023-04-08,2026-06-29,1,65,1.6536502546689302
PITCHER,away_starter_prior_starts,666159,11,,0.8939373993310752,,0,,,YES,2023-04-04,2024-05-19,0,19,1.4070863746958637
PITCHER,away_starter_prior_starts,666200,46,,0.9815943754664297,,0,,,YES,2023-04-11,2026-07-29,2,97,2.3996369294605806
PITCHER,away_starter_prior_starts,666201,13,,0.8573952279779452,,0,,,YES,2023-03-30,2024-05-29,0,23,1.6433392018779343
PITCHER,away_starter_prior_starts,666214,14,,0.903962747192147,,0,,,YES,2023-04-02,2025-09-20,0,30,1.0123337028824833
PITCHER,away_starter_prior_starts,667755,39,,0.978070775987595,,0,,,YES,2024-04-16,2026-07-26,1,72,2.6005565583634174
PITCHER,away_starter_prior_starts,668678,57,,0.9918564138634195,,0,,,YES,2023-03-30,2026-07-07,0,113,2.8781903765690378
PITCHER,away_starter_prior_starts,668881,36,,0.9806277866028911,,0,,,YES,2023-04-07,2026-07-25,1,70,1.742894190871369
PITCHER,away_starter_prior_starts,668909,41,,0.9743566276475523,,0,,,YES,2023-06-27,2026-07-28,1,85,2.268633540372671
PITCHER,away_starter_prior_starts,668933,20,,0.9495511534801881,,0,,,YES,2023-04-10,2024-07-02,1,39,2.576002227171492
PITCHER,away_starter_prior_starts,668964,19,,0.8603217234062883,,0,,,YES,2024-04-23,2026-06-15,0,33,1.2828065134099618
PITCHER,away_starter_prior_starts,669022,58,,0.9919877403908128,,0,,,YES,2023-04-07,2026-07-29,1,111,2.7693341604631927
PITCHER,away_starter_prior_starts,669160,24,,0.9011952008489076,,0,,,YES,2023-04-06,2026-07-18,1,50,1.2439011676396998
PITCHER,away_starter_prior_starts,669194,47,,0.9861787595434994,,0,,,YES,2023-04-03,2026-06-10,0,88,2.3011168384879723
PITCHER,away_starter_prior_starts,669203,38,,0.9762382676985311,,0,,,YES,2023-03-30,2025-05-21,0,72,2.798850574712644
