row_type,feature,pitcher_id,appearances,pitchers,count_vs_date_pearson,count_vs_date_spearman,within_pitcher_declines,same_count_successors,season_resets,mechanical_career_growth,first_date,last_date,first_count,last_count,estimated_count_increase_per_month
PITCHER,away_starter_prior_starts,669302,55,,0.9909307022887907,,0,,,YES,2023-04-07,2026-07-26,1,110,2.7509846600331676
PITCHER,away_starter_prior_starts,669330,12,,0.7852921130171511,,0,,,YES,2023-04-14,2025-09-17,1,25,0.8235625704622322
PITCHER,away_starter_prior_starts,669358,34,,0.9832518355905794,,0,,,YES,2024-07-05,2026-07-20,0,64,2.614765100671141
PITCHER,away_starter_prior_starts,669372,20,,0.9471954499579879,,0,,,YES,2024-08-29,2026-08-04,0,41,1.7701241134751773
PITCHER,away_starter_prior_starts,669373,47,,0.9871099863204261,,0,,,YES,2023-07-18,2026-08-04,2,94,2.515947888589398
PITCHER,away_starter_prior_starts,669387,15,,0.933493297116369,,0,,,YES,2023-07-09,2026-05-20,0,24,0.6983747609942639
PITCHER,away_starter_prior_starts,669432,33,,0.9663541949020806,,0,,,YES,2023-04-08,2026-07-29,1,66,1.6377793874172186
PITCHER,away_starter_prior_starts,669456,19,,0.9412623296669633,,0,,,YES,2023-03-30,2026-08-03,0,37,0.9215936988543372
PITCHER,away_starter_prior_starts,669461,34,,0.9463582788266713,,0,,,YES,2023-05-26,2026-08-02,1,67,1.7258376288659794
PITCHER,away_starter_prior_starts,669467,34,,0.9805765224939865,,0,,,YES,2024-05-29,2026-08-05,0,72,2.7462406015037595
PITCHER,away_starter_prior_starts,669713,14,,0.9328474411391569,,0,,,YES,2023-04-04,2026-07-29,0,24,0.6027227722772278
PITCHER,away_starter_prior_starts,669854,22,,0.9029751052153293,,0,,,YES,2023-06-07,2026-07-26,1,46,1.1962336244541485
PITCHER,away_starter_prior_starts,669923,55,,0.9876012864968757,,0,,,YES,2023-04-09,2026-07-27,1,106,2.652230290456431
PITCHER,away_starter_prior_starts,670102,15,,0.9596243964916249,,0,,,YES,2024-04-01,2025-06-14,0,26,1.8026765375854215
PITCHER,away_starter_prior_starts,670912,23,,0.7909332687582477,,0,,,YES,2023-04-03,2025-09-28,0,40,1.3393839383938393
PITCHER,away_starter_prior_starts,671096,49,,0.9902844013471757,,0,,,YES,2023-06-10,2026-07-26,1,96,2.5320161996497377
PITCHER,away_starter_prior_starts,671106,37,,0.9744747716151616,,0,,,YES,2023-04-30,2025-09-20,1,71,2.4377860411899315
PITCHER,away_starter_prior_starts,671212,11,,0.9794359690853074,,0,,,YES,2023-09-30,2026-04-03,2,23,0.6978029475982533
PITCHER,away_starter_prior_starts,671737,49,,0.9910439492301866,,0,,,YES,2023-04-18,2026-08-02,1,94,2.354981281198003
PITCHER,away_starter_prior_starts,672282,32,,0.9443011751705922,,0,,,YES,2023-04-03,2026-08-05,0,67,1.6715676229508196
PITCHER,away_starter_prior_starts,672456,18,,0.9830851122007331,,0,,,YES,2024-07-03,2026-08-02,1,45,1.7621710526315788
PITCHER,away_starter_prior_starts,673540,27,,0.9549643897715308,,0,,,YES,2023-04-02,2026-06-16,0,57,1.4815862510674636
PITCHER,away_starter_prior_starts,674072,12,,0.9024636856990764,,0,,,YES,2023-04-29,2024-06-22,1,22,1.5218749999999999
PITCHER,away_starter_prior_starts,674370,11,,0.9699088058265817,,0,,,YES,2023-06-14,2025-05-15,0,26,1.128922967189729
PITCHER,away_starter_prior_starts,675911,35,,0.9520749261149055,,0,,,YES,2023-04-01,2026-06-12,0,64,1.667808219178082
PITCHER,away_starter_prior_starts,676083,15,,0.7976442840422785,,0,,,YES,2023-04-12,2026-07-31,0,31,0.7823901326699835
PITCHER,away_starter_prior_starts,676106,24,,0.9658872019122544,,0,,,YES,2023-08-15,2026-07-29,1,50,1.3822405004633922
PITCHER,away_starter_prior_starts,676272,20,,0.931040202142047,,0,,,YES,2023-05-23,2024-09-17,0,34,2.1425983436853
PITCHER,away_starter_prior_starts,676282,25,,0.9387281063411128,,0,,,YES,2024-07-28,2026-07-29,0,43,1.790441176470588
PITCHER,away_starter_prior_starts,676440,55,,0.9910252944289135,,0,,,YES,2023-05-02,2026-07-25,1,108,2.760010593220339
PITCHER,away_starter_prior_starts,676664,51,,0.979196190125615,,0,,,YES,2023-04-10,2026-07-20,1,95,2.390246449456976
PITCHER,away_starter_prior_starts,676710,27,,0.9665732628487347,,0,,,YES,2023-04-09,2024-09-15,1,53,3.014761904761905
PITCHER,away_starter_prior_starts,676917,17,,0.9167589354240815,,0,,,YES,2025-08-11,2026-08-02,1,33,2.7359550561797756
PITCHER,away_starter_prior_starts,676962,20,,0.9544526293487,,0,,,YES,2024-04-09,2026-06-13,0,29,1.1102987421383648
PITCHER,away_starter_prior_starts,676974,20,,0.9642622562757581,,0,,,YES,2024-04-07,2026-07-18,1,42,1.4999248798076923
PITCHER,away_starter_prior_starts,676979,38,,0.9712843112178396,,0,,,YES,2024-04-07,2026-04-25,2,70,2.7670454545454546
PITCHER,away_starter_prior_starts,677944,34,,0.9612564872329233,,0,,,YES,2023-08-02,2026-07-28,0,60,1.6739230064161321
PITCHER,away_starter_prior_starts,677952,15,,0.9063677262248527,,0,,,YES,2025-06-23,2026-08-01,0,29,2.1848700495049505
PITCHER,away_starter_prior_starts,677958,16,,0.9470582905587772,,0,,,YES,2024-09-12,2026-08-02,0,35,1.5461719883889695
PITCHER,away_starter_prior_starts,677960,31,,0.9803512275321208,,0,,,YES,2023-04-11,2026-07-30,1,56,1.3881115257048093
PITCHER,away_starter_prior_starts,678368,10,,0.8710808686184703,,0,,,YES,2024-06-26,2025-05-13,0,17,1.611954828660436
PITCHER,away_starter_prior_starts,678394,45,,0.9857662907325889,,0,,,YES,2023-04-23,2026-05-17,1,92,2.473046875
PITCHER,away_starter_prior_starts,678906,11,,0.8853735836537784,,0,,,YES,2025-08-02,2026-06-27,0,16,1.480243161094225
PITCHER,away_starter_prior_starts,679525,18,,0.92042749535739,,0,,,YES,2023-07-05,2024-09-29,1,32,2.0875276548672566
PITCHER,away_starter_prior_starts,680570,25,,0.9150756734174091,,0,,,YES,2023-04-05,2026-08-04,0,53,1.3255443714050945
PITCHER,away_starter_prior_starts,680573,31,,0.9740483051955794,,0,,,YES,2024-04-13,2026-05-28,0,59,2.3171774193548385
PITCHER,away_starter_prior_starts,680686,19,,0.8835434864086021,,0,,,YES,2023-04-06,2024-03-28,1,30,2.4725140056022408
PITCHER,away_starter_prior_starts,680694,35,,0.9518576144239744,,0,,,YES,2023-04-03,2026-07-27,0,64,1.6085879438480595
PITCHER,away_starter_prior_starts,680730,27,,0.9748593114330746,,0,,,YES,2024-04-15,2025-09-09,0,57,3.3885498046875
PITCHER,away_starter_prior_starts,680732,18,,0.9675786507345832,,0,,,YES,2024-09-22,2026-08-05,1,43,1.874450146627566
PITCHER,away_starter_prior_starts,680736,17,,0.8659490986386914,,0,,,YES,2024-07-13,2026-08-03,1,25,0.9727030625832224
PITCHER,away_starter_prior_starts,680885,17,,0.9616109373780374,,0,,,YES,2024-06-05,2025-06-23,1,36,2.781494778067885
PITCHER,away_starter_prior_starts,681035,14,,0.8679304027594119,,0,,,YES,2024-05-04,2026-08-05,0,24,0.8876063183475091
PITCHER,away_starter_prior_starts,681190,37,,0.9809269200015637,,0,,,YES,2023-08-16,2026-08-04,3,68,1.8251268450184504
PITCHER,away_starter_prior_starts,681293,29,,0.9477465122933564,,0,,,YES,2024-04-10,2026-07-24,0,51,1.859056886227545
PITCHER,away_starter_prior_starts,681343,17,,0.8910725330273765,,0,,,YES,2025-04-08,2026-04-01,1,30,2.465607541899441
PITCHER,away_starter_prior_starts,681347,17,,0.959540433979094,,0,,,YES,2025-05-27,2026-07-06,1,35,2.555246913580247
PITCHER,away_starter_prior_starts,681517,11,,0.8191959711435027,,0,,,YES,2025-09-28,2026-07-31,0,21,2.0888480392156863
PITCHER,away_starter_prior_starts,681857,27,,0.9739050171536933,,0,,,YES,2023-06-02,2025-07-18,0,51,1.9978281853281852
PITCHER,away_starter_prior_starts,682052,20,,0.89314300441095,,0,,,YES,2023-10-01,2026-08-05,0,33,0.9667348411934553
PITCHER,away_starter_prior_starts,682227,17,,0.7875511382010232,,0,,,YES,2023-05-16,2026-04-22,0,30,0.8517957089552238
PITCHER,away_starter_prior_starts,682243,41,,0.9756722108598384,,0,,,YES,2023-05-02,2026-07-24,0,84,2.1685750636132317
PITCHER,away_starter_prior_starts,682847,24,,0.9671380695994011,,0,,,YES,2023-05-16,2025-06-21,1,44,1.7064048239895697
PITCHER,away_starter_prior_starts,682990,22,,0.9283382580214364,,0,,,YES,2023-07-24,2025-09-05,1,35,1.337047803617571
PITCHER,away_starter_prior_starts,683003,16,,0.8895315688024292,,0,,,YES,2024-03-30,2026-08-04,0,33,1.172039089848308
PITCHER,away_starter_prior_starts,683004,25,,0.9410941948215443,,0,,,YES,2024-04-18,2026-06-12,0,48,1.8611464968152864
PITCHER,away_starter_prior_starts,683155,15,,0.8363672420531933,,0,,,YES,2023-09-27,2025-04-06,1,27,1.4207809694793536
PITCHER,away_starter_prior_starts,684007,35,,0.9856535380779916,,0,,,YES,2024-04-13,2026-07-25,2,74,2.6308523409363747
PITCHER,away_starter_prior_starts,684320,13,,0.9644554525417658,,0,,,YES,2024-04-19,2024-09-21,1,19,3.5346774193548387
PITCHER,away_starter_prior_starts,685299,14,,0.9581405531837975,,0,,,YES,2024-07-12,2026-07-10,1,27,1.0870535714285714
PITCHER,away_starter_prior_starts,686218,19,,0.9139187484522597,,0,,,YES,2023-06-29,2026-07-26,2,41,1.057045859305432
PITCHER,away_starter_prior_starts,686563,21,,0.9682633987728992,,0,,,YES,2024-04-22,2025-08-06,1,37,2.3264331210191083
PITCHER,away_starter_prior_starts,686610,11,,0.992130060193014,,0,,,YES,2023-04-07,2023-09-29,1,21,3.4785714285714286
PITCHER,away_starter_prior_starts,686613,50,,0.9866726237454021,,0,,,YES,2023-04-09,2026-07-25,1,98,2.454229010806318
PITCHER,away_starter_prior_starts,686701,10,,0.9914720187291387,,0,,,YES,2025-06-03,2025-09-13,0,14,4.177696078431373
PITCHER,away_starter_prior_starts,686752,28,,0.9746554626667642,,0,,,YES,2023-09-07,2025-09-23,1,59,2.363286479250335
PITCHER,away_starter_prior_starts,686799,27,,0.9715318343914995,,0,,,YES,2024-07-20,2026-06-06,1,46,1.9966290087463558
PITCHER,away_starter_prior_starts,687064,13,,0.9378347813672352,,0,,,YES,2025-04-26,2026-07-19,1,27,1.7625278396436526
PITCHER,away_starter_prior_starts,687075,12,,0.8804554713846603,,0,,,YES,2025-09-07,2026-07-27,0,21,1.97890866873065
PITCHER,away_starter_prior_starts,687134,10,,0.9315911155000532,,0,,,YES,2024-08-12,2025-09-25,0,17,1.2651283618581908
PITCHER,away_starter_prior_starts,687765,18,,0.8495762242308875,,0,,,YES,2024-05-17,2026-06-15,0,32,1.2832674571805005
PITCHER,away_starter_prior_starts,690986,27,,0.9649077400915215,,0,,,YES,2023-08-22,2026-07-08,0,53,1.534907231208373
PITCHER,away_starter_prior_starts,690990,12,,0.838334484998703,,0,,,YES,2025-05-21,2026-04-03,1,23,2.1123817034700316
PITCHER,away_starter_prior_starts,690997,14,,0.9180144699490119,,0,,,YES,2025-08-22,2026-07-19,1,27,2.3908610271903323
PITCHER,away_starter_prior_starts,691587,33,,0.9280322685130029,,0,,,YES,2023-05-23,2026-08-05,2,58,1.4568376068376068
PITCHER,away_starter_prior_starts,693433,51,,0.9875811477405722,,0,,,YES,2023-06-03,2026-07-30,0,90,2.375867302688638
PITCHER,away_starter_prior_starts,693645,20,,0.9291776277588198,,0,,,YES,2025-07-22,2026-07-29,1,36,2.8637432795698925
PITCHER,away_starter_prior_starts,693821,41,,0.9786931669376325,,0,,,YES,2023-04-05,2026-07-25,0,88,2.21913835956918
PITCHER,away_starter_prior_starts,694297,45,,0.9841346446329305,,0,,,YES,2023-05-03,2026-07-28,0,91,2.343326988155668
PITCHER,away_starter_prior_starts,694477,13,,0.8786953828407436,,0,,,YES,2025-04-12,2026-05-04,2,27,1.96624677002584
PITCHER,away_starter_prior_starts,694738,27,,0.9568080033837011,,0,,,YES,2024-09-21,2026-08-02,2,47,2.0142463235294117
PITCHER,away_starter_prior_starts,694813,14,,0.842626663926149,,0,,,YES,2023-05-22,2024-08-31,1,28,1.759769807280514
PITCHER,away_starter_prior_starts,694819,16,,0.9578650099810734,,0,,,YES,2025-06-20,2026-08-02,1,34,2.461856617647059
PITCHER,away_starter_prior_starts,694973,39,,0.9815426510890307,,0,,,YES,2024-05-17,2026-08-05,1,78,2.8934413580246914
PITCHER,away_starter_prior_starts,695076,13,,0.8309008887827479,,0,,,YES,2024-09-10,2026-07-24,2,20,0.8033357771260997
PITCHER,away_starter_prior_starts,695505,14,,0.920540226080703,,0,,,YES,2025-06-30,2026-07-21,1,26,1.9713406735751295
PITCHER,away_starter_prior_starts,696136,12,,0.8950358396849174,,0,,,YES,2023-08-26,2026-05-31,0,18,0.54298810703667
PITCHER,away_starter_prior_starts,696149,14,,0.8520245870387803,,0,,,YES,2025-09-13,2026-08-03,1,24,2.1606867283950617
PITCHER,away_starter_prior_starts,700241,21,,0.9321021772688233,,0,,,YES,2024-09-24,2026-08-03,1,40,1.750829646017699
PITCHER,away_starter_prior_starts,700249,16,,0.9681839582096018,,0,,,YES,2024-06-06,2026-05-07,0,38,1.6523214285714285
PITCHER,away_starter_prior_starts,701542,31,,0.9663857369198546,,0,,,YES,2024-07-30,2026-07-31,0,58,2.415013679890561
PITCHER,away_starter_prior_starts,701581,11,,0.9628323386017298,,0,,,YES,2024-06-27,2025-07-21,0,22,1.7214010282776349
PITCHER,away_starter_prior_starts,702056,12,,0.8454928293000271,,0,,,YES,2025-09-15,2026-08-04,0,20,1.8846749226006192
PITCHER,away_starter_prior_starts,702070,21,,0.9549314746935876,,0,,,YES,2025-04-30,2026-07-30,0,43,2.870202850877193
PITCHER,away_starter_prior_starts,800048,14,,0.9155036049607388,,0,,,YES,2025-08-20,2026-07-26,0,27,2.417095588235294
PITCHER,away_starter_prior_starts,801139,11,,0.8181633330280912,,0,,,YES,2025-09-05,2026-08-01,1,20,1.752462121212121
PITCHER,away_starter_prior_starts,801403,13,,0.883706907571422,,0,,,YES,2025-04-12,2026-05-14,1,23,1.6867128463476069
PITCHER,away_starter_prior_starts,805673,21,,0.9674108540440787,,0,,,YES,2024-08-19,2026-07-31,1,38,1.5839486638537272
PITCHER,away_starter_prior_starts,806185,15,,0.9362804993993075,,0,,,YES,2024-07-02,2025-07-21,1,25,1.90234375
PITCHER,away_starter_prior_starts,808963,14,,0.8948167328973952,,0,,,YES,2025-03-19,2026-07-24,0,25,1.5466209349593494
PITCHER,away_starter_prior_starts,808967,35,,0.9763939144104473,,0,,,YES,2024-04-06,2026-07-25,2,66,2.319047619047619
PITCHER,away_starter_prior_starts,813349,10,,0.8436767732447455,,0,,,YES,2025-09-09,2026-06-20,0,18,1.929137323943662
