evidence_label,period,games,control_mae,park_repair_mae,park_repair_minus_control_mae,park_repair_with_control_count_coefficients_mae,park_repair_with_counts_zeroed_mae,repair_minus_hybrid_mae_count_coefficient_component,signed_fraction_of_repair_control_mae_delta,attribution_direction,starter_counts_explain_mae_degradation,attribution_class
COUNTERFACTUAL_ONLY_NOT_A_MODEL,FROZEN_2025_VALIDATION,2433,3.597206636166537,3.609047729660149,0.011841093493611954,3.655156621880847,3.6186139474894543,-0.04610889222069803,-3.8939724819817445,MITIGATES_REPAIR_DEGRADATION,NO,MATERIAL_MITIGATION_NOT_DEGRADATION
COUNTERFACTUAL_ONLY_NOT_A_MODEL,2026_SEQUENTIAL_EARLY,1281,3.5209459692414056,3.548085685155089,0.02713971591368347,3.59021927970918,3.5580588401152653,-0.04213359455409105,-1.5524699922465979,MITIGATES_REPAIR_DEGRADATION,NO,MATERIAL_MITIGATION_NOT_DEGRADATION
COUNTERFACTUAL_ONLY_NOT_A_MODEL,2026_LATE_HOLDOUT,439,3.6782613120044236,3.7588648957244715,0.08060358372004783,3.8158247349783903,3.7672545909895256,-0.05695983925391879,-0.7066663369677403,MITIGATES_REPAIR_DEGRADATION,NO,MATERIAL_MITIGATION_NOT_DEGRADATION
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PROSPECTIVE_AUG06_15,126,3.265726718124754,3.2843054088213197,0.018578690696565925,3.3199112961823913,3.2742193961567074,-0.03560588736107162,-1.9164906689389578,MITIGATES_REPAIR_DEGRADATION,NO,MATERIAL_MITIGATION_NOT_DEGRADATION
