evidence_label,model,feature,period,variant,training_mean,training_p95,games,mean_prediction,mean_actual,actual_minus_forecast_bias,mae,rmse,crps,ladder_brier,ladder_log_loss,ladder_ece,delta_mae_vs_original,delta_rmse_vs_original,delta_actual_minus_forecast_bias_vs_original,delta_crps_vs_original,delta_ladder_brier_vs_original,delta_ladder_log_loss_vs_original,delta_ladder_ece_vs_original
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,home_starter_prior_starts,2026_LATE_HOLDOUT,TRAINING_P95_CAP,18.73677711463264,49.0,439,8.749277623231933,8.927107061503417,0.1778294382714833,3.7581302407109303,4.665404296456722,2.5955780595044713,0.23072148413308172,0.65404052432399,0.033925414247737415,-0.0007346550135411967,0.0005305591688999911,0.00566765055157234,0.00026220586993641604,9.386704393182788e-06,3.199181918134286e-05,-0.00032770130024076943
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,home_starter_prior_starts,2026_LATE_HOLDOUT,ZERO_COEFFICIENT_CONTRIBUTION,18.73677711463264,49.0,439,8.743650293737149,8.927107061503417,0.18345676776626632,3.757386041146902,4.665699067344643,2.595760888703326,0.2307260092263039,0.6540594349908948,0.03428458831415466,-0.0014788545775696882,0.0008253300568208388,0.011294980046355374,0.00044503506879101096,1.3911797615367982e-05,5.0902486086190635e-05,3.14727661764741e-05
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,home_starter_prior_starts,PROSPECTIVE_AUG06_15,ORIGINAL,18.73677711463264,49.0,126,8.587205484179476,8.61111111111111,0.023905626931632923,3.2843054088213197,4.0776241318382,2.2967736770811533,0.22184329077228265,0.634916603473847,0.029047055029137316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,home_starter_prior_starts,PROSPECTIVE_AUG06_15,TRAINING_MEAN,18.73677711463264,49.0,126,8.576319078017013,8.61111111111111,0.034792033094096265,3.2832212959808267,4.076550350050317,2.2963236496002346,0.22183491249645917,0.6349097073963256,0.029326758539969192,-0.0010841128404930345,-0.001073781787883199,0.010886406162463343,-0.00045002748091871325,-8.378275823478498e-06,-6.896077521467703e-06,0.000279703510831876
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,home_starter_prior_starts,PROSPECTIVE_AUG06_15,TRAINING_P95_CAP,18.73677711463264,49.0,126,8.581856618394507,8.61111111111111,0.029254492716603648,3.2838429529799793,4.0770664203039395,2.2965106498661734,0.22183606529137767,0.6349037297567629,0.03090340156283345,-0.0004624558413404145,-0.000557711534260541,0.005348865784970725,-0.0002630272149799495,-7.225480904982096e-06,-1.2873717084138647e-05,0.0018563465336961342
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,home_starter_prior_starts,PROSPECTIVE_AUG06_15,ZERO_COEFFICIENT_CONTRIBUTION,18.73677711463264,49.0,126,8.576319078017013,8.61111111111111,0.034792033094096265,3.2832212959808267,4.076550350050317,2.2963236496002346,0.22183491249645917,0.6349097073963256,0.029326758539969192,-0.0010841128404930345,-0.001073781787883199,0.010886406162463343,-0.00045002748091871325,-8.378275823478498e-06,-6.896077521467703e-06,0.000279703510831876
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,away_starter_prior_starts,FROZEN_2025_VALIDATION,ORIGINAL,18.666803869108872,49.0,2433,8.865362591700688,8.888203863542952,0.022841271842263648,3.609047729660149,4.581630238180419,2.5261521172892056,0.22662294593769958,0.6449158736349274,0.010254202207018295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,away_starter_prior_starts,FROZEN_2025_VALIDATION,TRAINING_MEAN,18.666803869108872,49.0,2433,9.00842564062089,8.888203863542952,-0.12022177707793974,3.619924752474304,4.578623885481302,2.52492235128054,0.22651392900346964,0.6446320586801578,0.015293706566131727,0.010877022814154813,-0.0030063526991170875,-0.14306304892020338,-0.0012297660086657558,-0.00010901693422993297,-0.00028381495476959007,0.005039504359113432
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,away_starter_prior_starts,FROZEN_2025_VALIDATION,TRAINING_P95_CAP,18.666803869108872,49.0,2433,8.913656898989725,8.888203863542952,-0.02545303544677382,3.610827998115908,4.578144779852889,2.52429039481583,0.22643039825092534,0.6444659945556637,0.010455534446354817,0.0017802684557590709,-0.003485458327530111,-0.04829430728903747,-0.001861722473375682,-0.00019254768677423595,-0.0004498790792637486,0.00020133223933652133
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,away_starter_prior_starts,FROZEN_2025_VALIDATION,ZERO_COEFFICIENT_CONTRIBUTION,18.666803869108872,49.0,2433,9.00842564062089,8.888203863542952,-0.12022177707793974,3.619924752474304,4.578623885481302,2.52492235128054,0.22651392900346964,0.6446320586801578,0.015293706566131727,0.010877022814154813,-0.0030063526991170875,-0.14306304892020338,-0.0012297660086657558,-0.00010901693422993297,-0.00028381495476959007,0.005039504359113432
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,away_starter_prior_starts,2026_SEQUENTIAL_EARLY,ORIGINAL,18.666803869108872,49.0,1281,8.819550861197982,8.989851678376269,0.17030081717828816,3.548085685155089,4.486066338698284,2.4930419264371597,0.22561928466544015,0.6427887258728482,0.014864062839443547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,away_starter_prior_starts,2026_SEQUENTIAL_EARLY,TRAINING_MEAN,18.666803869108872,49.0,1281,9.005490354564628,8.989851678376269,-0.015638676188357837,3.5590089404485283,4.479773819631072,2.4885833772296237,0.22502858423694316,0.6415140037945158,0.004574614736185635,0.010923255293439293,-0.006292519067211622,-0.185939493366646,-0.004458549207535967,-0.0005907004284969875,-0.0012747220783323465,-0.010289448103257912
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,away_starter_prior_starts,2026_SEQUENTIAL_EARLY,TRAINING_P95_CAP,18.666803869108872,49.0,1281,8.905190544607203,8.989851678376269,0.084661133769067,3.5501258884435263,4.480646768364234,2.489088009260693,0.22510072602601153,0.6416631695931683,0.00840623928299811,0.0020402032884372368,-0.00541957033405005,-0.08563968340922115,-0.00395391717646687,-0.0005185586394286235,-0.001125556279679918,-0.006457823556445436
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,away_starter_prior_starts,2026_SEQUENTIAL_EARLY,ZERO_COEFFICIENT_CONTRIBUTION,18.666803869108872,49.0,1281,9.005490354564628,8.989851678376269,-0.015638676188357837,3.5590089404485283,4.479773819631072,2.4885833772296237,0.22502858423694316,0.6415140037945158,0.004574614736185635,0.010923255293439293,-0.006292519067211622,-0.185939493366646,-0.004458549207535967,-0.0005907004284969875,-0.0012747220783323465,-0.010289448103257912
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,away_starter_prior_starts,2026_LATE_HOLDOUT,ORIGINAL,18.666803869108872,49.0,439,8.754945273783505,8.927107061503417,0.17216178771991095,3.7588648957244715,4.664873737287822,2.595315853634535,0.23071209742868853,0.6540085325048086,0.034253115547978184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,away_starter_prior_starts,2026_LATE_HOLDOUT,TRAINING_MEAN,18.666803869108872,49.0,439,8.966968585490466,8.927107061503417,-0.03986152398704804,3.7691142644283757,4.6438507288991095,2.580397095284621,0.22912799512045182,0.6502566637384563,0.027538251803838194,0.01024936870390425,-0.021023008388712405,-0.21202331170695898,-0.014918758349913741,-0.0015841023082367178,-0.003751868766352362,-0.006714863744139991
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,away_starter_prior_starts,2026_LATE_HOLDOUT,TRAINING_P95_CAP,18.666803869108872,49.0,439,8.860632730815542,8.927107061503417,0.06647433068787367,3.7630396594882853,4.6519806618057835,2.585957875643794,0.22966265831337662,0.6515376313576097,0.03135055159205735,0.004174763763813871,-0.01289307548203844,-0.10568745703203727,-0.009357977990740896,-0.001049439115311912,-0.002470901147198945,-0.0029025639559208324
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,away_starter_prior_starts,2026_LATE_HOLDOUT,ZERO_COEFFICIENT_CONTRIBUTION,18.666803869108872,49.0,439,8.966968585490466,8.927107061503417,-0.03986152398704804,3.7691142644283757,4.6438507288991095,2.580397095284621,0.22912799512045182,0.6502566637384563,0.027538251803838194,0.01024936870390425,-0.021023008388712405,-0.21202331170695898,-0.014918758349913741,-0.0015841023082367178,-0.003751868766352362,-0.006714863744139991
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,away_starter_prior_starts,PROSPECTIVE_AUG06_15,ORIGINAL,18.666803869108872,49.0,126,8.587205484179476,8.61111111111111,0.023905626931632923,3.2843054088213197,4.0776241318382,2.2967736770811533,0.22184329077228265,0.634916603473847,0.029047055029137316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,away_starter_prior_starts,PROSPECTIVE_AUG06_15,TRAINING_MEAN,18.666803869108872,49.0,126,8.810741777607618,8.61111111111111,-0.19963066649650524,3.275789972578198,4.054050937786497,2.281547493751096,0.21985698063805034,0.6304415452492664,0.0222875752765181,-0.008515436243121677,-0.02357319405170344,-0.22353629342813816,-0.015226183330057541,-0.001986310134232311,-0.004475058224580608,-0.006759479752619216
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,away_starter_prior_starts,PROSPECTIVE_AUG06_15,TRAINING_P95_CAP,18.666803869108872,49.0,126,8.69870079267006,8.61111111111111,-0.08758968155895004,3.2797979883230823,4.062812159686861,2.2881908393568624,0.2208118060400932,0.6326258075659988,0.024401079670878005,-0.00450742049823738,-0.014811972151338892,-0.11149530849058296,-0.008582837724290915,-0.0010314847321894471,-0.0022907959078481976,-0.004645975358259311
COUNTERFACTUAL_ONLY_NOT_A_MODEL,PARK_REPAIR,away_starter_prior_starts,PROSPECTIVE_AUG06_15,ZERO_COEFFICIENT_CONTRIBUTION,18.666803869108872,49.0,126,8.810741777607618,8.61111111111111,-0.19963066649650524,3.275789972578198,4.054050937786497,2.281547493751096,0.21985698063805034,0.6304415452492664,0.0222875752765181,-0.008515436243121677,-0.02357319405170344,-0.22353629342813816,-0.015226183330057541,-0.001986310134232311,-0.004475058224580608,-0.006759479752619216
