feature,period,experience_band,games,mean_count,mean_actual_total,mean_starter_ra9,control_actual_minus_forecast_bias,control_mae,park_repair_actual_minus_forecast_bias,park_repair_mae,sparse_fallback_rate,experience_signal_shape
home_starter_prior_starts,2026_SEQUENTIAL_EARLY,40-79,419,57.84248210023866,9.0,4.244117862848466,0.5915890306168955,3.4309112030289564,0.24323438612669218,3.450617312173786,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,2026_SEQUENTIAL_EARLY,80+,303,93.41254125412541,8.96039603960396,4.17034065546535,0.23852403666529218,3.4080512751201026,0.12170659226341822,3.439009169206234,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,2026_LATE_HOLDOUT,0-4,29,1.7586206896551724,9.586206896551724,3.722749745035039,1.3844905964856244,3.977035785265437,0.59406789919285,4.147537564511292,0.6551724137931034,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,2026_LATE_HOLDOUT,5-9,27,7.37037037037037,9.185185185185185,5.2864567940119045,0.9424529347039662,3.4541735200420813,0.2596471935538098,3.575646845121437,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,2026_LATE_HOLDOUT,10-19,50,13.92,8.42,4.488522766883435,0.22583516984880325,3.389918033977988,-0.4362188916391683,3.491764648615003,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,2026_LATE_HOLDOUT,20-39,81,29.80246913580247,8.864197530864198,4.403601576155032,0.8142143511936338,3.564098344026268,0.19533444366117547,3.6387041546994254,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,2026_LATE_HOLDOUT,40-79,130,58.353846153846156,8.707692307692307,4.293863579068642,0.45975174103653765,3.6335317642541063,0.0006507827940821515,3.6961282025026003,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,2026_LATE_HOLDOUT,80+,122,98.1639344262295,9.19672131147541,4.172967967653896,0.7179978251727394,3.898467182279075,0.46921995400547484,3.963120489731107,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,PROSPECTIVE_AUG06_15,0-4,8,2.125,9.25,4.761279561282683,1.283881384782366,3.013669730075107,0.4517150092631945,3.0532956556362953,0.5,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,PROSPECTIVE_AUG06_15,5-9,4,7.25,7.75,6.126600478569329,-0.6608852106700536,3.7598074587262165,-1.3792857515739954,4.4842139583790495,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,PROSPECTIVE_AUG06_15,10-19,15,13.533333333333333,9.466666666666667,4.372783208792932,1.477243673178086,2.2641336668837146,0.7591869490475329,2.0719653483894698,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,PROSPECTIVE_AUG06_15,20-39,29,29.379310344827587,9.413793103448276,4.605957586116874,1.4749598685168943,3.5612418452770385,0.7981489741258163,3.464125336145889,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,PROSPECTIVE_AUG06_15,40-79,39,58.743589743589745,7.923076923076923,4.320653649282513,0.013227454142774323,3.1794376256880192,-0.4788058635508924,3.252402056140513,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,PROSPECTIVE_AUG06_15,80+,31,100.70967741935483,8.258064516129032,3.986040435133436,-0.08525267520935166,3.583770738390021,-0.3530698026226024,3.6476279119137685,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,DEVELOPMENT_2023_24,0-4,1042,1.7927063339731286,9.095969289827256,4.8813970669587,-0.04609953572355507,3.625136504284121,-0.04558496384612669,3.6180950493580446,0.6641074856046065,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,DEVELOPMENT_2023_24,5-9,734,6.87874659400545,9.096730245231608,4.680342460486563,0.029607313903777167,3.576371793171705,0.036632560779464036,3.5811303921172737,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,DEVELOPMENT_2023_24,10-19,1096,14.10036496350365,9.07390510948905,4.605413266274487,0.03944618983525356,3.6694283929094524,0.04123501233691937,3.6740302109665754,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,DEVELOPMENT_2023_24,20-39,1379,28.29224075416969,8.896301667875273,4.37198114134284,-0.03918053494034912,3.3436940966097652,-0.04771176585324585,3.34681412080014,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,DEVELOPMENT_2023_24,40-79,608,48.2171052631579,8.893092105263158,4.26477983841404,0.061054002226447364,3.351307239973498,0.06771564114107194,3.351865881298309,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,FROZEN_2025_VALIDATION,0-4,222,1.7702702702702702,9.126126126126126,5.190555012791738,0.4806006846857247,3.5341347847532076,0.04252635444381839,3.512380989420741,0.6441441441441441,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,FROZEN_2025_VALIDATION,5-9,141,6.964539007092198,8.418439716312056,4.962733056508923,-0.26411088277540645,3.699815325598557,-0.6356158984813293,3.7514213773496334,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,FROZEN_2025_VALIDATION,10-19,276,14.423913043478262,9.007246376811594,4.865641124258369,0.4153451157539608,3.47012936192753,0.03857638176221438,3.515849615203543,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,FROZEN_2025_VALIDATION,20-39,499,28.95390781563126,8.673346693386774,4.438804974379409,0.025702192779979965,3.7992503980954524,-0.26123801454011747,3.811008407962296,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,FROZEN_2025_VALIDATION,40-79,1124,59.413701067615655,8.862099644128113,4.23494099413152,0.152981101727159,3.5419866822550365,0.081125921902677,3.5508837593481215,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,FROZEN_2025_VALIDATION,80+,171,85.78947368421052,9.573099415204679,4.245456351931039,0.9026035218605938,3.57296596065664,0.9606956553339511,3.5605444299929143,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,2026_SEQUENTIAL_EARLY,0-4,121,1.7107438016528926,9.066115702479339,4.468147417583568,0.7316601443276962,3.2691779107269454,0.050160031248537004,3.206071581295757,0.7107438016528925,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,2026_SEQUENTIAL_EARLY,5-9,78,6.884615384615385,8.58974358974359,4.2016487344209015,0.44200350499402563,3.334217421459789,-0.25898356288673596,3.426614944985738,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,2026_SEQUENTIAL_EARLY,10-19,115,14.069565217391304,9.478260869565217,4.534501069618642,0.9989809022726722,4.048756820275907,0.38113859144225104,4.093434965072558,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,2026_SEQUENTIAL_EARLY,20-39,247,29.10931174089069,8.744939271255062,4.436263830023865,0.3508334616412477,3.448362019071708,-0.20304493279843486,3.4964186417119127,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,2026_SEQUENTIAL_EARLY,40-79,407,58.076167076167074,9.085995085995085,4.226668529624246,0.6302543470634223,3.729458850079372,0.2889913986234623,3.760127788466358,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,2026_SEQUENTIAL_EARLY,80+,313,92.84025559105432,8.94888178913738,4.178023232381617,0.5068135711002397,3.257029059110771,0.38654428777982375,3.2752546333738053,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,2026_LATE_HOLDOUT,0-4,31,1.8387096774193548,7.903225806451613,3.595600904100124,-0.08908709402497082,3.7678699636736948,-0.8611654152672956,4.150606442117144,0.6451612903225806,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,2026_LATE_HOLDOUT,5-9,16,6.9375,6.75,4.8794714507073325,-1.5085018400319963,2.2991945644888174,-2.2992038498481984,2.881320811912375,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,2026_LATE_HOLDOUT,10-19,59,14.457627118644067,9.423728813559322,4.544997789010021,0.9689868427888993,3.641535270202785,0.2601360340543387,3.5911210653661674,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,2026_LATE_HOLDOUT,20-39,78,29.871794871794872,8.538461538461538,4.337142115005713,0.25769102961869655,3.8331675443623547,-0.37610698108558016,3.9821091444843355,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,2026_LATE_HOLDOUT,40-79,130,58.48461538461538,9.276923076923078,4.3284501390470425,1.0205967336956654,3.7485420292148146,0.5628237369322976,3.8113807070582117,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,2026_LATE_HOLDOUT,80+,125,99.0,9.104,4.191346228877815,0.8572245473606794,3.68014016691266,0.639069175953351,3.659292867862912,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,PROSPECTIVE_AUG06_15,0-4,5,2.2,5.6,6.3757207057256995,-2.450753997324992,2.9186819860943096,-3.3960676790881137,3.449209151581627,0.6,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,PROSPECTIVE_AUG06_15,5-9,5,6.0,9.8,3.260984385947353,2.041270281453072,2.157676777849275,1.0784821931354167,1.6752200828853545,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,PROSPECTIVE_AUG06_15,10-19,14,14.071428571428571,7.642857142857143,4.373271239650893,-0.0446421953494334,2.615998532598881,-0.9187136475546491,2.716946814210612,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,PROSPECTIVE_AUG06_15,20-39,26,28.192307692307693,8.461538461538462,4.232003875743894,0.333817442303593,2.9642713278798305,-0.3589304419040313,2.970824124049408,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,PROSPECTIVE_AUG06_15,40-79,40,58.725,8.775,4.17044646824277,0.6968349366229447,3.271721699346427,0.2253084341856754,3.3085849041543383,0.0,LOW_DEPTH_EFFECT_ONLY
away_starter_prior_starts,PROSPECTIVE_AUG06_15,80+,36,101.44444444444444,9.166666666666666,4.261580145958659,1.0153554902710746,3.9315519641356653,0.7717189336386704,3.904951570798462,0.0,LOW_DEPTH_EFFECT_ONLY
