feature,period,experience_band,games,mean_count,mean_actual_total,mean_starter_ra9,control_actual_minus_forecast_bias,control_mae,park_repair_actual_minus_forecast_bias,park_repair_mae,sparse_fallback_rate,experience_signal_shape
home_starter_prior_starts,DEVELOPMENT_2023_24,0-4,1024,1.8193359375,9.2041015625,4.999610673134992,0.027033575949705277,3.6080566643609417,0.030364946275293972,3.602645392558461,0.640625,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,DEVELOPMENT_2023_24,5-9,769,6.921976592977893,8.967490247074123,4.797421682849313,-0.0615618840208957,3.5102399012133425,-0.05613673845556952,3.5095831189307813,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,DEVELOPMENT_2023_24,10-19,1122,14.327094474153297,8.967914438502675,4.58903430885377,-0.012589327884635862,3.5832050037901317,-0.011887546257081442,3.593678890652976,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,DEVELOPMENT_2023_24,20-39,1331,28.610818933132983,8.959429000751316,4.408344132392095,0.010643176497674215,3.4331633042995624,0.0011742171833316977,3.4317042862538356,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,DEVELOPMENT_2023_24,40-79,613,48.450244698205545,8.918433931484502,4.290049226555353,0.03203559040706709,3.407456334087584,0.03884064636824585,3.410845951261278,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,FROZEN_2025_VALIDATION,0-4,204,1.6911764705882353,9.612745098039216,4.785603257767261,1.052604685912156,3.9064276640906384,0.6290938672477429,3.8798336174027086,0.7009803921568627,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,FROZEN_2025_VALIDATION,5-9,141,6.957446808510638,9.319148936170214,4.567584586204638,0.7578634002515662,3.677949985331439,0.3135599386026335,3.6531875503290205,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,FROZEN_2025_VALIDATION,10-19,294,14.4421768707483,9.017006802721088,4.667150567021634,0.38996196342222283,3.4161648994883516,0.058494757064653444,3.4300654468422946,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,FROZEN_2025_VALIDATION,20-39,474,29.185654008438817,8.955696202531646,4.4827672595027925,0.37621573519607643,3.5530614127006728,0.13417039110333626,3.570360320607662,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,FROZEN_2025_VALIDATION,40-79,1144,59.70629370629371,8.718531468531468,4.238213393410186,-0.03707721374318458,3.585211276411363,-0.12584994542690117,3.6049517192989655,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,FROZEN_2025_VALIDATION,80+,176,85.76704545454545,8.409090909090908,4.210589484194891,-0.2780597404246093,3.6733878642197038,-0.3056600696641937,3.6896183153347524,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,2026_SEQUENTIAL_EARLY,0-4,99,1.8888888888888888,9.16161616161616,4.759584022461063,0.8151456875846129,3.8573265617728767,0.1065335659225516,3.8813736575950903,0.5959595959595959,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,2026_SEQUENTIAL_EARLY,5-9,84,7.095238095238095,8.75,4.505710787607102,0.5511081425270886,3.558106676647947,-0.10481963363222373,3.625445909539982,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,2026_SEQUENTIAL_EARLY,10-19,129,14.325581395348838,8.666666666666666,4.457778295652886,0.5609644597622537,3.277368578020961,-0.10472730463762411,3.287831975777143,0.0,LOW_DEPTH_EFFECT_ONLY
home_starter_prior_starts,2026_SEQUENTIAL_EARLY,20-39,247,29.242914979757085,9.190283400809717,4.427362997117702,0.8914432281723607,3.791917486433487,0.36895097190087045,3.823261365323241,0.0,LOW_DEPTH_EFFECT_ONLY
