row_type,feature,pitcher_id,games,comparison,within_pitcher_pearson,within_pitcher_month_pearson,within_pitcher_date_and_quality_controlled_pearson,within_pitcher_direct_signal,count_actual_pearson,mean_within_pitcher_count_change,count_raw_residual_pearson,count_repaired_residual_pearson,count_quality_pearson
PITCHER,home_starter_prior_starts,666214,18,final_total,,,,ABSENT,0.1585038814396613,1.7647058823529411,0.24711163704485462,0.2195481931860702,0.021220508889862516
PITCHER,home_starter_prior_starts,667755,34,final_total,,,,ABSENT,-0.03057632219003834,2.1515151515151514,0.004149788008375302,-0.018408689318587083,-0.30954952986336076
PITCHER,home_starter_prior_starts,668678,57,final_total,,,,ABSENT,0.09698871586320834,1.9642857142857142,0.08288701789865116,0.07818943911796969,0.2900450291555869
PITCHER,home_starter_prior_starts,668881,36,final_total,,,,ABSENT,-0.003768992803766535,2.0285714285714285,0.04758155320399847,0.01891820070132307,-0.7126864270806355
PITCHER,home_starter_prior_starts,668909,46,final_total,,,,ABSENT,-0.20904973566092888,1.9111111111111112,-0.15665353212201938,-0.1867580192551633,0.12856776633639475
PITCHER,home_starter_prior_starts,668933,21,final_total,,,,ABSENT,-0.1281364567179414,2.0,-0.12178537912365757,-0.1333076736422039,0.2881643325556708
PITCHER,home_starter_prior_starts,668964,15,final_total,,,,ABSENT,-0.49810804468681336,2.0714285714285716,-0.4762648358923482,-0.48906114070536255,-0.1945893836736077
PITCHER,home_starter_prior_starts,669022,55,final_total,,,,ABSENT,0.08425595244107967,2.074074074074074,0.1598400500678009,0.14242528534977675,0.5033309625686497
PITCHER,home_starter_prior_starts,669160,29,final_total,,,,ABSENT,-0.1251253493778893,1.8571428571428572,-0.06601567093474488,-0.13771106431723104,0.829262868076564
PITCHER,home_starter_prior_starts,669194,43,final_total,,,,ABSENT,-0.15175876505286762,2.0952380952380953,-0.14975835446481892,-0.16871959410653645,-0.4552695903765453
PITCHER,home_starter_prior_starts,669203,37,final_total,,,,ABSENT,-0.15254028946030437,2.0277777777777777,-0.14482216437783627,-0.15976770400479542,-0.6300897512116777
PITCHER,home_starter_prior_starts,669302,57,final_total,,,,ABSENT,-0.012640245874728371,1.9821428571428572,0.11312452687100098,0.07664297395752727,-0.2538726557902419
PITCHER,home_starter_prior_starts,669330,15,final_total,,,,ABSENT,0.21817885610878793,1.8571428571428572,0.2817763513626347,0.2483322805690845,-0.02872794930355566
PITCHER,home_starter_prior_starts,669358,33,final_total,,,,ABSENT,-0.14812393869221227,2.03125,-0.1267034334410137,-0.16000766814018227,0.6769043565855317
PITCHER,home_starter_prior_starts,669372,22,final_total,,,,ABSENT,0.49817930697395735,1.8571428571428572,0.4289030706194488,0.44295161879830586,-0.43358006558290907
PITCHER,home_starter_prior_starts,669373,48,final_total,,,,ABSENT,0.09122457685966574,1.9787234042553192,0.1347629899969416,0.1128443668931803,-0.42918701221900224
PITCHER,home_starter_prior_starts,669387,11,final_total,,,,ABSENT,0.10298706974537766,2.4,0.15457383288074467,0.12818664718716027,0.1541995837475979
PITCHER,home_starter_prior_starts,669432,35,final_total,,,,ABSENT,-0.004692840053220825,1.9705882352941178,0.1001678382561123,0.05453009603712774,-0.7131053568763994
PITCHER,home_starter_prior_starts,669456,19,final_total,,,,ABSENT,0.07831667571450228,1.8333333333333333,0.13785679046754,0.061480340109707696,0.6997097947477887
PITCHER,home_starter_prior_starts,669461,34,final_total,,,,ABSENT,0.2251964341658211,2.0,0.31733409023074144,0.28218230114381687,-0.5859083694604182
PITCHER,home_starter_prior_starts,669467,39,final_total,,,,ABSENT,0.06092755006497739,1.8157894736842106,0.1261101338059204,0.10352914913639541,0.5434871085468692
PITCHER,home_starter_prior_starts,669713,12,final_total,,,,ABSENT,-0.5209351343790866,2.1818181818181817,-0.4123274095099836,-0.46060916741171487,-0.4188929777828274
PITCHER,home_starter_prior_starts,669854,26,final_total,,,,ABSENT,0.2614368896932982,1.88,0.3006292800131708,0.2733981923496163,-0.37515454901730877
PITCHER,home_starter_prior_starts,669923,53,final_total,,,,ABSENT,0.10785743162647944,2.0576923076923075,0.23013371929480492,0.21025178114985937,0.4369324570230942
PITCHER,home_starter_prior_starts,670102,12,final_total,,,,ABSENT,0.4720407860859528,1.8181818181818181,0.4771920200382745,0.48481124228679384,-0.39992662383884575
PITCHER,home_starter_prior_starts,670912,18,final_total,,,,ABSENT,-0.008054418174156117,2.176470588235294,0.06639257154546327,0.040874069423852064,-0.365405991926258
PITCHER,home_starter_prior_starts,671096,49,final_total,,,,ABSENT,0.17360385013136234,2.0208333333333335,0.20487000335159553,0.19222597863271124,0.46217189006469583
PITCHER,home_starter_prior_starts,671106,37,final_total,,,,ABSENT,0.014892453792407273,2.0277777777777777,0.035123320520773514,0.009401185482728518,0.8210746245673551
PITCHER,home_starter_prior_starts,671212,14,final_total,,,,ABSENT,-0.010769138541618692,1.8461538461538463,-0.02405067772636849,0.005585807519295579,0.7389585340890483
PITCHER,home_starter_prior_starts,671737,46,final_total,,,,ABSENT,0.046045926854498515,2.066666666666667,0.052426774440872605,0.04719361202291202,0.060902047646504864
PITCHER,home_starter_prior_starts,672282,36,final_total,,,,ABSENT,-0.2622178272151388,1.8571428571428572,-0.2083759137430413,-0.25544546741168633,-0.12181191484253756
PITCHER,home_starter_prior_starts,672456,28,final_total,,,,ABSENT,0.09115200319307437,1.6296296296296295,0.1486890977511328,0.12188650724763501,-0.5497369227571609
PITCHER,home_starter_prior_starts,673540,33,final_total,,,,ABSENT,0.27160142942043936,1.8125,0.32921126012515356,0.2921068468907728,-0.22551979433491837
PITCHER,home_starter_prior_starts,674003,13,final_total,,,,ABSENT,-0.8077548480599794,1.75,-0.726115356909361,-0.7637910709557931,-0.5654820338644299
PITCHER,home_starter_prior_starts,674072,11,final_total,,,,ABSENT,0.28322970043802903,2.1,0.30433242202216143,0.2948337214067202,-0.5082879400361304
PITCHER,home_starter_prior_starts,674370,17,final_total,,,,ABSENT,-0.1686025285138516,1.625,-0.2193145372542624,-0.1777355972100826,0.2104014456932181
PITCHER,home_starter_prior_starts,675911,30,final_total,,,,ABSENT,-0.24457190134531084,2.1379310344827585,-0.14010500826269043,-0.1856749957893639,0.7027504728309582
PITCHER,home_starter_prior_starts,676083,17,final_total,,,,ABSENT,-0.1313966383948793,1.8125,-0.10416850091153794,-0.10318559366108983,-0.5392488179478002
PITCHER,home_starter_prior_starts,676106,28,final_total,,,,ABSENT,-0.20090033254621895,1.8888888888888888,-0.11064414715058049,-0.15658485728617372,-0.5791838186247716
PITCHER,home_starter_prior_starts,676254,10,final_total,,,,ABSENT,-0.013841481525936955,1.4444444444444444,0.09071386557067825,0.075661079820631,-0.7353017765467342
PITCHER,home_starter_prior_starts,676272,16,final_total,,,,ABSENT,0.29678360163023143,2.2666666666666666,0.34426430326454344,0.3120735703918884,0.8081601715893826
PITCHER,home_starter_prior_starts,676282,20,final_total,,,,ABSENT,0.12766156729622888,2.263157894736842,0.19739123179072132,0.1905722662979496,-0.7417039438153217
PITCHER,home_starter_prior_starts,676440,56,final_total,,,,ABSENT,0.2637466424767048,2.0,0.28805143228842084,0.2707326074640437,0.47415009826621207
PITCHER,home_starter_prior_starts,676664,46,final_total,,,,ABSENT,0.1235636847410547,2.1333333333333333,0.13161770953742633,0.15624347774677763,-0.11611276351482047
PITCHER,home_starter_prior_starts,676710,29,final_total,,,,ABSENT,-0.19644868068394644,1.9642857142857142,-0.15006501160804697,-0.1678861352986192,-0.4526011122371604
PITCHER,home_starter_prior_starts,676917,17,final_total,,,,ABSENT,0.4588427304233045,2.0,0.45306226121850757,0.4583106961172127,0.20904439412786185
PITCHER,home_starter_prior_starts,676962,11,final_total,,,,ABSENT,0.23926449633387953,2.6,0.2861481606207119,0.26536652515301723,0.8137587280348307
PITCHER,home_starter_prior_starts,676974,23,final_total,,,,ABSENT,0.03942208813041587,1.8636363636363635,0.10882237790467578,0.057502787879378944,0.16335946680344704
PITCHER,home_starter_prior_starts,676979,33,final_total,,,,ABSENT,0.33576616316513114,2.15625,0.32501209976280804,0.30635596731296144,-0.2572467697141646
PITCHER,home_starter_prior_starts,677944,27,final_total,,,,ABSENT,-0.06139390622527527,2.1923076923076925,0.0008979567091840999,-0.03708878622769173,0.3125386391081154
PITCHER,home_starter_prior_starts,677952,15,final_total,,,,ABSENT,0.5417326018222609,1.9285714285714286,0.535532965102611,0.5293259246133869,0.8987251648316862
PITCHER,home_starter_prior_starts,677958,20,final_total,,,,ABSENT,0.5658795827278057,1.736842105263158,0.6307979704640555,0.6084575206557585,-0.23231975064163402
PITCHER,home_starter_prior_starts,677960,27,final_total,,,,ABSENT,-0.13617532777804775,2.1923076923076925,-0.09112669356357005,-0.137797412192319,-0.08600913078182516
PITCHER,home_starter_prior_starts,678394,49,final_total,,,,ABSENT,0.024376246750426465,1.9375,0.057040120917400516,0.04301666772714361,-0.21094980049281853
PITCHER,home_starter_prior_starts,679525,15,final_total,,,,ABSENT,-0.14587806563635775,2.2142857142857144,-0.13122899170059604,-0.1318102144109972,-0.41657327714384534
PITCHER,home_starter_prior_starts,680570,29,final_total,,,,ABSENT,-0.008226933327919633,1.8214285714285714,0.03754738653697639,-0.014871993868880664,-0.5537148072702974
PITCHER,home_starter_prior_starts,680573,29,final_total,,,,ABSENT,0.16654961569108354,2.0357142857142856,0.16755829795376442,0.1533105160587182,0.8288004738769311
PITCHER,home_starter_prior_starts,680686,13,final_total,,,,ABSENT,0.47957457894119526,2.5833333333333335,0.46503294151373115,0.4549185808978576,0.43220294399815984
PITCHER,home_starter_prior_starts,680694,31,final_total,,,,ABSENT,0.3491647582999651,2.1,0.4297404924317271,0.3870246192229819,-0.2552002036685312
PITCHER,home_starter_prior_starts,680730,32,final_total,,,,ABSENT,0.24783385570855013,1.8387096774193548,0.26225356410002654,0.2545378978293685,0.8774617355513198
PITCHER,home_starter_prior_starts,680732,26,final_total,,,,ABSENT,-0.028497164695912396,1.68,-0.015210326194496042,-0.039686010261769114,0.5571871160050066
PITCHER,home_starter_prior_starts,680885,21,final_total,,,,ABSENT,0.20857385174270135,1.85,0.2628248688568001,0.258442377984237,-0.7411633510088429
PITCHER,home_starter_prior_starts,681035,11,final_total,,,,ABSENT,-0.3364938454691672,2.2,-0.2924775094270866,-0.3370458973354738,0.3386262310531813
PITCHER,home_starter_prior_starts,681190,32,final_total,,,,ABSENT,0.05528179731427237,2.032258064516129,0.13303226950845756,0.09911074755751356,0.14496122490227012
PITCHER,home_starter_prior_starts,681293,23,final_total,,,,ABSENT,-0.1611239163006792,2.227272727272727,-0.07827313981226519,-0.09751176953201512,-0.5965123293067062
PITCHER,home_starter_prior_starts,681343,15,final_total,,,,ABSENT,-0.0754177697681841,2.2142857142857144,-0.0902543246328115,-0.10157418790277684,0.6980361712491094
PITCHER,home_starter_prior_starts,681347,19,final_total,,,,ABSENT,0.0446596935864003,1.8888888888888888,0.09841379461226828,0.09093205233700569,-0.37155779453796095
PITCHER,home_starter_prior_starts,681517,11,final_total,,,,ABSENT,-0.22284598952672824,1.9,-0.16816732431821105,-0.1475765081711807,0.4133896296156599
PITCHER,home_starter_prior_starts,681857,26,final_total,,,,ABSENT,0.04926128201711537,2.04,0.09272067472407504,0.06897626194682677,-0.656541754721777
PITCHER,home_starter_prior_starts,681867,10,final_total,,,,ABSENT,0.014564795566795902,2.0,0.040787957188060164,0.026431850822716343,0.41627137186574814
PITCHER,home_starter_prior_starts,682052,14,final_total,,,,ABSENT,0.36155644714940705,2.230769230769231,0.370628598124543,0.3538209009583527,-0.45394432989943173
PITCHER,home_starter_prior_starts,682227,15,final_total,,,,ABSENT,0.007318622668008695,2.142857142857143,0.09202813289710049,0.010916808363187749,0.021651446048350783
PITCHER,home_starter_prior_starts,682243,45,final_total,,,,ABSENT,-0.12320047909161154,1.9090909090909092,-0.0013625485638653785,-0.03597721369013839,0.3004371002401713
PITCHER,home_starter_prior_starts,682847,22,final_total,,,,ABSENT,-0.3183118440765,2.142857142857143,-0.22479437062312177,-0.24478430678996346,-0.5453845034410242
PITCHER,home_starter_prior_starts,682990,17,final_total,,,,ABSENT,-0.3105422994307076,2.375,-0.18855801830315091,-0.2173465032192759,-0.7637706348375947
PITCHER,home_starter_prior_starts,683003,18,final_total,,,,ABSENT,0.054210021811394615,1.8235294117647058,0.08933394445234577,0.05396488290938117,0.6077426255507916
PITCHER,home_starter_prior_starts,683004,25,final_total,,,,ABSENT,-0.035852357323105336,1.9583333333333333,0.08302949084622228,0.06740598731339294,-0.7928556915797471
PITCHER,home_starter_prior_starts,683155,14,final_total,,,,ABSENT,0.16742165774076906,2.1538461538461537,0.1515951125337174,0.18099714138274084,-0.39352608670425826
PITCHER,home_starter_prior_starts,684007,42,final_total,,,,ABSENT,0.09894366057355757,1.853658536585366,0.1633171409700403,0.14351514155567682,0.541314230519258
PITCHER,home_starter_prior_starts,685299,14,final_total,,,,ABSENT,0.5060308914934474,2.0,0.5329429275727684,0.5186381550872539,0.2936865435227471
PITCHER,home_starter_prior_starts,686218,24,final_total,,,,ABSENT,0.05980682577097047,1.826086956521739,0.13682961240821737,0.07714798622748295,0.12119873777182005
PITCHER,home_starter_prior_starts,686563,17,final_total,,,,ABSENT,0.012560674926894291,2.25,0.03749165711318642,0.03217746710339431,-0.38142982189703717
PITCHER,home_starter_prior_starts,686610,11,final_total,,,,ABSENT,0.21165101046389437,2.0,0.2835623156513992,0.2672809121303149,-0.22092105300304532
PITCHER,home_starter_prior_starts,686613,51,final_total,,,,ABSENT,-0.22220641399502977,2.0,-0.1567192545477146,-0.17189390857016848,-0.33792597989408363
PITCHER,home_starter_prior_starts,686752,32,final_total,,,,ABSENT,0.08381437612811929,1.8709677419354838,-0.01430352370079776,0.08142313064486716,0.4263946996258436
PITCHER,home_starter_prior_starts,686799,20,final_total,,,,ABSENT,-0.03439358177096398,2.263157894736842,-0.021306100439091404,-0.04785206740948349,0.14028145062008732
PITCHER,home_starter_prior_starts,686973,10,final_total,,,,ABSENT,-0.35331067510493475,1.6666666666666667,-0.31436298310572136,-0.3411034068267834,0.6590102168592626
PITCHER,home_starter_prior_starts,687064,17,final_total,,,,ABSENT,-0.38075420016311956,1.8125,-0.3295645119686338,-0.3524343739998061,-0.43328424741834676
PITCHER,home_starter_prior_starts,687075,11,final_total,,,,ABSENT,-0.2888711665195103,2.1,-0.2705930754514147,-0.29973188573875703,0.2667251615888808
PITCHER,home_starter_prior_starts,687473,17,final_total,,,,ABSENT,-0.027800780758641636,1.5,-0.04130030054143496,-0.053781448498977515,0.44827683552150466
PITCHER,home_starter_prior_starts,687765,15,final_total,,,,ABSENT,0.1628139882956973,2.0714285714285716,0.05731489616752551,0.13358411600634607,0.6537619895542212
PITCHER,home_starter_prior_starts,687792,12,final_total,,,,ABSENT,-0.4044033547770004,1.6363636363636365,-0.35417672615313817,-0.3457180895130879,-0.6039530654235145
PITCHER,home_starter_prior_starts,688107,11,final_total,,,,ABSENT,-0.2624193310818465,1.7,-0.20768095011098955,-0.2652209488042713,0.6192409581518074
PITCHER,home_starter_prior_starts,689017,11,final_total,,,,ABSENT,0.7345535365053604,1.8,0.7426721461301034,0.7342019176606754,0.44292666203113684
PITCHER,home_starter_prior_starts,690986,28,final_total,,,,ABSENT,-0.27968666234364187,1.962962962962963,-0.28220250952021503,-0.3196724880198025,-0.6317533936415712
PITCHER,home_starter_prior_starts,690990,12,final_total,,,,ABSENT,0.05589722783812449,2.0,0.057383444719725445,0.07939767757115282,-0.5539226166355496
PITCHER,home_starter_prior_starts,690997,16,final_total,,,,ABSENT,0.3985399298670605,1.9333333333333333,0.41340404663685215,0.4232200335268424,0.56547267574079
PITCHER,home_starter_prior_starts,691587,26,final_total,,,,ABSENT,-0.0010301952563089116,2.24,0.03794003965176741,-0.020020203172129564,0.5935146929862014
PITCHER,home_starter_prior_starts,693433,41,final_total,,,,ABSENT,-0.10682835573757955,2.225,-0.00021299693197173437,-0.026948022081930936,-0.5530290551076622
PITCHER,home_starter_prior_starts,693645,18,final_total,,,,ABSENT,0.17417228682792377,2.176470588235294,0.183591051465743,0.1758566400953504,-0.79334553683936
PITCHER,home_starter_prior_starts,693821,50,final_total,,,,ABSENT,-0.1446557147001942,1.816326530612245,-0.0502033459709068,-0.0832774178375327,0.8408913817476786
PITCHER,home_starter_prior_starts,694297,48,final_total,,,,ABSENT,0.0881813774349573,1.9361702127659575,0.0954081120351084,0.07539751091524631,-0.5936846321074749
PITCHER,home_starter_prior_starts,694477,16,final_total,,,,ABSENT,0.06865452467069164,1.8666666666666667,0.0873658904536429,0.07519741003675288,0.5088425585544263
PITCHER,home_starter_prior_starts,694738,21,final_total,,,,ABSENT,0.46104976014609855,2.3,0.47044757099004636,0.45424673570551083,0.354499591860211
PITCHER,home_starter_prior_starts,694813,15,final_total,,,,ABSENT,-0.43407761123515204,1.9285714285714286,-0.38490619837524803,-0.39646755064963907,-0.6705278312897439
PITCHER,home_starter_prior_starts,694819,19,final_total,,,,ABSENT,-0.08074375005135788,1.8333333333333333,-0.04143307124920854,-0.05020807162560913,-0.17117246771613331
PITCHER,home_starter_prior_starts,694973,40,final_total,,,,ABSENT,0.023788704481052834,1.9487179487179487,0.03328896030745146,0.020431493952065248,-0.16321099770337258
PITCHER,home_starter_prior_starts,695076,10,final_total,,,,ABSENT,-0.1798485576872251,2.4444444444444446,-0.14675558249262163,-0.20133808926586455,0.5388354882014159
PITCHER,home_starter_prior_starts,695418,11,final_total,,,,ABSENT,0.2628231504910408,1.8,0.2813789536341238,0.28027913316858527,0.2700797588774939
PITCHER,home_starter_prior_starts,695505,15,final_total,,,,ABSENT,0.5491388279566324,2.0,0.5936833109907959,0.5829080839199726,-0.7377155002635848
PITCHER,home_starter_prior_starts,696149,11,final_total,,,,ABSENT,0.2391782442483987,2.3,0.23480978995870364,0.238260561631741,-0.26131907788844333
PITCHER,home_starter_prior_starts,700241,20,final_total,,,,ABSENT,-0.23875627091673637,2.0526315789473686,-0.18046994823739038,-0.19334494697352267,0.08328221343500193
PITCHER,home_starter_prior_starts,700249,24,final_total,,,,ABSENT,-0.09599154275110833,1.6521739130434783,-0.03031263601274699,-0.05726009932756058,-0.28966554812677997
PITCHER,home_starter_prior_starts,700712,11,final_total,,,,ABSENT,0.12393262918425715,1.7,0.13895333067525314,0.12797624302343327,-0.7039396478702136
PITCHER,home_starter_prior_starts,701542,29,final_total,,,,ABSENT,-0.05241941743339471,2.0714285714285716,-0.029975742193020998,-0.03713894685538916,-0.7994315267316697
PITCHER,home_starter_prior_starts,701581,12,final_total,,,,ABSENT,-0.11931105874538846,1.8181818181818181,-0.09406957229228816,-0.12937755768351336,-0.681879247537107
PITCHER,home_starter_prior_starts,702070,24,final_total,,,,ABSENT,0.4462942223637813,1.8695652173913044,0.45687920288155637,0.4518305226820298,0.9046780527016788
PITCHER,home_starter_prior_starts,800048,15,final_total,,,,ABSENT,0.4869824230400794,1.9285714285714286,0.5054237000865969,0.5003893675273494,0.9155134134970542
PITCHER,home_starter_prior_starts,801139,10,final_total,,,,ABSENT,0.46242313988115763,2.0,0.4876563404032226,0.5033415370067069,-0.5662811181109937
PITCHER,home_starter_prior_starts,801403,11,final_total,,,,ABSENT,-0.261336461683124,1.9,-0.27711993447927363,-0.29203111647091745,0.28622145984188785
PITCHER,home_starter_prior_starts,805673,18,final_total,,,,ABSENT,-0.41938192930819745,2.176470588235294,-0.387680665820967,-0.4142087312767895,-0.14202850139231404
PITCHER,home_starter_prior_starts,806185,11,final_total,,,,ABSENT,0.5591000928933544,2.2,0.5936066707277863,0.5862591640717572,0.24993395480097577
PITCHER,home_starter_prior_starts,808963,13,final_total,,,,ABSENT,-0.16350526932810305,2.0833333333333335,-0.1302699036590142,-0.15116291970726517,0.676406746234813
PITCHER,home_starter_prior_starts,808967,33,final_total,,,,ABSENT,-0.43063856818630014,2.09375,-0.3782887486310104,-0.40058423598163867,-0.3059241928439392
PITCHER,home_starter_prior_starts,813349,11,final_total,,,,ABSENT,0.7613397842520642,1.9,0.7692318727714829,0.7563238479860306,0.7576570417632599
AGGREGATE_FIXED_EFFECT,away_starter_prior_starts,ALL,9012,final_total,0.02483527158346708,0.019216340149978813,0.04228951871459613,ABSENT,,,,,
AGGREGATE_FIXED_EFFECT,away_starter_prior_starts,ALL,9012,raw_forecast,-0.3763132459698692,-0.051965707557559436,-0.03679951281880245,ABSENT,,,,,
AGGREGATE_FIXED_EFFECT,away_starter_prior_starts,ALL,9012,run_residual,0.07359423959625977,0.025537981748053107,0.04696633733919367,ABSENT,,,,,
AGGREGATE_FIXED_EFFECT,away_starter_prior_starts,ALL,9012,repaired_forecast,-0.27929058060301415,-0.052144746825314746,-0.12412917108101214,ABSENT,,,,,
AGGREGATE_FIXED_EFFECT,away_starter_prior_starts,ALL,9012,repaired_residual,0.05733073097135858,0.02518889522252775,0.056486623514312995,ABSENT,,,,,
AGGREGATE_FIXED_EFFECT,away_starter_prior_starts,ALL,9012,starter_ra9,-0.04012240212486235,-0.023628143172476603,8.603641284107769e-05,ABSENT,,,,,
PITCHER,away_starter_prior_starts,425794,10,final_total,,,,ABSENT,-0.033359966183742915,2.0,0.0003619214214974394,-0.010362923885038601,0.8353534522858559
PITCHER,away_starter_prior_starts,425844,12,final_total,,,,ABSENT,-0.11235388537542876,2.090909090909091,-0.05626748952688753,-0.05794321818564663,0.6293994705512909
PITCHER,away_starter_prior_starts,434378,37,final_total,,,,ABSENT,-0.06356568221869273,2.0277777777777777,-0.04629244561126979,-0.050116405273622884,0.5051355815269126
PITCHER,away_starter_prior_starts,448179,11,final_total,,,,ABSENT,-0.506039428515046,2.7,-0.45861168042294204,-0.4775286632754813,0.2693431071627359
PITCHER,away_starter_prior_starts,450203,42,final_total,,,,ABSENT,-0.1208722052393492,2.048780487804878,-0.06110745332442113,-0.05153126059449898,0.45735820126075644
PITCHER,away_starter_prior_starts,453286,29,final_total,,,,ABSENT,0.06539577299184511,2.107142857142857,0.12102569003949029,0.08540604290047502,-0.14761031654442575
PITCHER,away_starter_prior_starts,458681,26,final_total,,,,ABSENT,0.07298315567114094,2.04,0.12265722140169667,0.10497407387118413,-0.4968028542271537
PITCHER,away_starter_prior_starts,471911,26,final_total,,,,ABSENT,0.27677378852200196,1.96,0.3340732013061371,0.3190768180180955,-0.18564432939694045
PITCHER,away_starter_prior_starts,477132,30,final_total,,,,ABSENT,0.0885930413989424,1.7586206896551724,0.15608041766346456,0.12605040598206452,0.4510928925874418
PITCHER,away_starter_prior_starts,489119,14,final_total,,,,ABSENT,0.50322848688949,1.9230769230769231,0.5547883264070922,0.5409079819232503,0.6764320609437318
PITCHER,away_starter_prior_starts,500779,40,final_total,,,,ABSENT,-0.04444902779655056,1.9230769230769231,0.023264569310315685,0.008191027448427124,0.29140987958317993
PITCHER,away_starter_prior_starts,502043,35,final_total,,,,ABSENT,-0.050891328737487994,1.911764705882353,0.007571705538536086,-0.0038549821237115352,0.12724687141452098
PITCHER,away_starter_prior_starts,502171,17,final_total,,,,ABSENT,-0.06964948297330224,1.75,-0.037788815308302894,-0.05220438753278885,0.48406184595121937
PITCHER,away_starter_prior_starts,506433,23,final_total,,,,ABSENT,-0.02474017765288018,2.3636363636363638,0.041110548039527815,0.006768484655110714,0.5059533532436028
PITCHER,away_starter_prior_starts,518876,48,final_total,,,,ABSENT,-0.26313456429044035,2.0,-0.18534198805947105,-0.20780149013988763,0.5493698335709213
PITCHER,away_starter_prior_starts,519242,47,final_total,,,,ABSENT,-0.2919165143647609,1.891304347826087,-0.21953061729899123,-0.25200404413857064,-0.5857209474095424
PITCHER,away_starter_prior_starts,527048,35,final_total,,,,ABSENT,-0.3308860495572609,2.0588235294117645,-0.2547540833624464,-0.28624212197429855,0.4465184748368199
PITCHER,away_starter_prior_starts,542881,41,final_total,,,,ABSENT,-0.006073723549236763,2.025,0.05052091049858323,0.047895591692156285,-0.5506748117124102
PITCHER,away_starter_prior_starts,543037,30,final_total,,,,ABSENT,-0.37469336775501055,2.0689655172413794,-0.3001544113428046,-0.34642244019017754,0.60782125626523
PITCHER,away_starter_prior_starts,543101,10,final_total,,,,ABSENT,-0.1609013171311216,2.3333333333333335,-0.11570266923984715,-0.13526926328620284,0.7702911935817398
PITCHER,away_starter_prior_starts,543135,50,final_total,,,,ABSENT,0.003884040418306605,1.9387755102040816,0.12143200233053436,0.09577530946895209,-0.21081861251874637
PITCHER,away_starter_prior_starts,543243,49,final_total,,,,ABSENT,0.05101668626736928,2.3125,0.08980193232758732,0.06592475708780227,0.7413984878465409
PITCHER,away_starter_prior_starts,543294,39,final_total,,,,ABSENT,-0.026176321863055907,1.9736842105263157,-0.0015207488942884284,-0.017552516015478234,0.5019119567463043
PITCHER,away_starter_prior_starts,543475,16,final_total,,,,ABSENT,0.07838756618437002,1.8,0.07939599302448923,0.07700110437605052,0.2865194751491411
PITCHER,away_starter_prior_starts,544150,13,final_total,,,,ABSENT,0.4554293246215974,1.9166666666666667,0.42227475019856936,0.41974691293967104,0.8338657920078879
PITCHER,away_starter_prior_starts,547179,53,final_total,,,,ABSENT,0.25269017585476183,1.8269230769230769,0.35508255860570537,0.33246650918686016,-0.14210881911214795
PITCHER,away_starter_prior_starts,548389,14,final_total,,,,ABSENT,-0.1393314832121978,1.7692307692307692,-0.02249864482540839,-0.05628886007300833,-0.08506484419568021
PITCHER,away_starter_prior_starts,554430,56,final_total,,,,ABSENT,-0.1363768453189732,1.9090909090909092,-0.07010586531018817,-0.09188554216268319,-0.919040908237415
PITCHER,away_starter_prior_starts,570632,12,final_total,,,,ABSENT,0.020427714440090353,1.9090909090909092,0.10488825938966491,0.07498408187997867,-0.34324232040822067
PITCHER,away_starter_prior_starts,571510,34,final_total,,,,ABSENT,-0.17290931138691837,2.0,-0.13550004991634101,-0.17769450090294736,-0.7327581126858658
PITCHER,away_starter_prior_starts,571578,57,final_total,,,,ABSENT,-0.0611297739321101,1.875,-0.013818307239693739,-0.023074392062024943,-0.45809797680810405
PITCHER,away_starter_prior_starts,571760,41,final_total,,,,ABSENT,0.12435293986878018,1.975,0.17610290820513727,0.1694168485811938,-0.4624326751597642
PITCHER,away_starter_prior_starts,571927,20,final_total,,,,ABSENT,0.2042617556252421,1.736842105263158,0.283674064130337,0.20425453893459852,-0.780030883957848
PITCHER,away_starter_prior_starts,571945,55,final_total,,,,ABSENT,0.2874398981706504,1.9444444444444444,0.3362590581057819,0.3360506260323996,-0.17045176865414272
PITCHER,away_starter_prior_starts,572020,23,final_total,,,,ABSENT,0.22491590974652662,1.6818181818181819,0.2065937571219786,0.18983720901203896,0.7786579887247133
PITCHER,away_starter_prior_starts,573186,28,final_total,,,,ABSENT,0.21190176446419887,2.111111111111111,0.25358963205713975,0.2473738845250684,0.8630348739717729
PITCHER,away_starter_prior_starts,579328,53,final_total,,,,ABSENT,0.055227400278597655,1.9807692307692308,0.10702431956774594,0.10150970676308722,0.29665769719671486
PITCHER,away_starter_prior_starts,592332,56,final_total,,,,ABSENT,0.12198043784939182,2.090909090909091,0.197331932481476,0.19236508770912225,0.06203349023196006
PITCHER,away_starter_prior_starts,592351,22,final_total,,,,ABSENT,0.2045056632514537,2.142857142857143,0.2320043909221038,0.2263606403273639,0.5134619785757555
PITCHER,away_starter_prior_starts,592662,29,final_total,,,,ABSENT,0.09968704854336718,2.107142857142857,0.1158926146814476,0.11033419687100456,-0.4665910247861674
PITCHER,away_starter_prior_starts,592767,13,final_total,,,,ABSENT,0.14745103034367113,1.8333333333333333,0.1969914136447696,0.19149814580611615,0.1649778892483524
PITCHER,away_starter_prior_starts,592791,48,final_total,,,,ABSENT,0.042811633151194566,1.9787234042553192,0.11169911612557566,0.09239292513818728,-0.8276918845119549
