provider_event_id,provider_start_utc,provider_away_team,provider_home_team,candidate_game_pks,game_pk,candidate_count,decision,reason,raw_payload_path,raw_payload_sha256
2803bb8e96c2e13f37418f06bbba2ead,2026-07-29T17:11:00Z,Baltimore Orioles,Detroit Tigers,824242,824242,1,EXACT_UNIQUE_MATCH,exact home/away teams and scheduled start within 10 minutes,backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-07-28/cleanroom_20260729T034711Z/event_2803bb8e96c2e13f37418f06bbba2ead.json,bef10caa31029ede7f2f50ea0de515835a7b2b37e0125d39380c9e03794128a2
d3a738dccfb8833e757d8dbc4caead9d,2026-07-29T23:11:00Z,Cleveland Guardians,Cincinnati Reds,824487,824487,1,EXACT_UNIQUE_MATCH,exact home/away teams and scheduled start within 10 minutes,backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-07-28/cleanroom_20260729T034711Z/event_d3a738dccfb8833e757d8dbc4caead9d.json,aec829090c15cfa1d4a9385d0f173fbe3066e450ca315cabacd0eb450f9158c9
f915125c1b1553c2c8ceb8acef3f2c11,2026-07-29T16:36:00Z,Arizona Diamondbacks,Pittsburgh Pirates,823351,823351,1,EXACT_UNIQUE_MATCH,exact home/away teams and scheduled start within 10 minutes,backend/mlb/exports/cleanroom_v1/raw/THE_ODDS_API/2026-07-28/cleanroom_20260729T034711Z/event_f915125c1b1553c2c8ceb8acef3f2c11.json,8f7c8f0435a003492ac9f258f894da03857f481e6c1d9c906307d515e8bead0e
